Zini,MH,logAge,Mini,int_IMF,Mass,LogL,LogTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,7.2,0.0900000036,1.0816895926,0.09,-2.201,3.4004,4.147,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.25e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.273,12.3,14.902,10.843
0.0152,0.01508,7.2,0.0900000036,1.0816895926,0.09,-2.201,3.4004,4.147,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.25e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.273,12.3,14.902,10.843
0.0152,0.01508,7.2,0.091648981,1.0973005091,0.092,-2.19,3.4016,4.149,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.29e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.245,12.273,14.875,10.816
0.0152,0.01508,7.2,0.1000000015,1.1711064122,0.1,-2.134,3.4075,4.154,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.47e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.106,12.134,14.738,10.677
0.0152,0.01508,7.2,0.1067446321,1.2250975927,0.107,-2.093,3.4118,4.159,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.62e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.003,12.031,14.636,10.574
0.0152,0.01508,7.2,0.1200000122,1.3193155232,0.12,-2.018,3.4197,4.166,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.91e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.816,11.809,14.377,10.36
0.0152,0.01508,7.2,0.1400000006,1.4384526719,0.14,-1.918,3.4303,4.175,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.36e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.565,11.409,13.802,9.993
0.0152,0.01508,7.2,0.1562972814,1.5202470729,0.156,-1.845,3.4386,4.183,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.72e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.383,11.121,13.4,9.73
0.0152,0.01508,7.2,0.1683800966,1.574046685,0.168,-1.797,3.444,4.19,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.97e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.263,10.935,13.141,9.559
0.0152,0.01508,7.2,0.1782903373,1.6145572236,0.178,-1.761,3.4481,4.194,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.16e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.172,10.793,12.944,9.429
0.0152,0.01508,7.2,0.1894754022,1.6569015139,0.189,-1.72,3.4525,4.197,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.43e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.07,10.638,12.729,9.287
0.0152,0.01508,7.2,0.2013500929,1.6984392819,0.201,-1.681,3.4569,4.203,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.68e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.973,10.487,12.517,9.15
0.0152,0.01508,7.2,0.2190874517,1.7548889311,0.219,-1.627,3.4628,4.209,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-5.05e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.837,10.285,12.24,8.966
0.0152,0.01508,7.2,0.2384216785,1.8100195243,0.238,-1.572,3.4688,4.215,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-5.45e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.7,10.087,11.972,8.784
0.0152,0.01508,7.2,0.2556606233,1.854486125,0.256,-1.528,3.4738,4.22,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-5.79e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.589,9.926,11.754,8.637
0.0152,0.01508,7.2,0.2833761573,1.9183699493,0.283,-1.461,3.4813,4.228,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-6.36e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.422,9.685,11.43,8.419
0.0152,0.01508,7.2,0.3020008206,1.9569035871,0.302,-1.42,3.4859,4.234,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-6.71e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.321,9.538,11.23,8.286
0.0152,0.01508,7.2,0.3430802524,2.0319282166,0.343,-1.34,3.495,4.245,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-7.48e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.12,9.256,10.858,8.031
0.0152,0.01508,7.2,0.3500000238,2.0434175133,0.35,-1.327,3.4964,4.247,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-7.62e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.088,9.212,10.801,7.991
0.0152,0.01508,7.2,0.3786946535,2.0880885368,0.379,-1.279,3.5019,4.254,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-8.12e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.966,9.048,10.59,7.841
0.0152,0.01508,7.2,0.4000000358,2.118502481,0.4,-1.244,3.5057,4.259,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-8.51e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.881,8.934,10.445,7.737
0.0152,0.01508,7.2,0.4500000477,2.1822809714,0.45,-1.171,3.5147,4.272,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-9.35e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.696,8.683,10.123,7.51
0.0152,0.01508,7.2,0.4910593331,2.2281289643,0.491,-1.115,3.5217,4.284,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.559,8.495,9.879,7.34
0.0152,0.01508,7.2,0.5,2.2374541529,0.5,-1.103,3.5232,4.285,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.02e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.529,8.454,9.827,7.304
0.0152,0.01508,7.2,0.5047672391,2.2423151732,0.505,-1.098,3.5241,4.287,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.03e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.515,8.434,9.8,7.286
0.0152,0.01508,7.2,0.5303512216,2.2666947094,0.53,-1.065,3.5285,4.293,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.07e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.432,8.321,9.654,7.186
0.0152,0.01508,7.2,0.5500000119,2.2836582633,0.55,-1.041,3.5314,4.296,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.11e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.371,8.24,9.551,7.113
0.0152,0.01508,7.2,0.5721714497,2.3011999301,0.572,-1.015,3.5353,4.303,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.15e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.306,8.149,9.433,7.033
0.0152,0.01508,7.2,0.6000000238,2.3211213258,0.6,-0.98,3.5397,4.307,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.21e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.221,8.034,9.287,6.93
0.0152,0.01508,7.2,0.6073507071,2.3260341344,0.607,-0.972,3.5411,4.31,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.22e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.2,8.004,9.246,6.904
0.0152,0.01508,7.2,0.644797802,2.3490750634,0.645,-0.926,3.5481,4.318,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.3e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.086,7.844,9.038,6.764
0.0152,0.01508,7.2,0.6499999762,2.3520353107,0.65,-0.921,3.5489,4.319,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.31e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.072,7.824,9.012,6.746
0.0152,0.01508,7.2,0.6520282626,2.3531747794,0.652,-0.918,3.5494,4.32,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.31e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.065,7.814,8.999,6.738
0.0152,0.01508,7.2,0.6953185797,2.3756836799,0.695,-0.856,3.5596,4.327,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.46e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,6.91,7.591,8.707,6.546
0.0152,0.01508,7.2,0.7000000477,2.3779267258,0.7,-0.849,3.5607,4.327,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.48e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,6.892,7.566,8.675,6.524
0.0152,0.01508,7.2,0.75,2.3998889087,0.75,-0.679,3.6214,4.429,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.88e-14,0.0,0.7092,0.2755,0.00271,0.0007399,0.00672,-1.0,0.01527,6.467,6.783,7.562,5.922
0.0152,0.01508,7.2,0.767580688,2.4068336999,0.768,-0.659,3.6238,4.429,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.94e-14,0.0,0.7092,0.2755,0.00271,0.0007399,0.00672,-1.0,0.01527,6.417,6.721,7.489,5.867
0.0152,0.01508,7.2,0.8000000119,2.4187244405,0.8,-0.614,3.6287,4.422,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.13e-14,0.0,0.7092,0.2755,0.00271,0.0007399,0.00672,-1.0,0.01527,6.305,6.583,7.328,5.744
