Zini,MH,logAge,Mini,int_IMF,Mass,LogL,LogTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,9.3,0.0900000036,1.0816895926,0.09,-3.422,3.3624,5.216,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.91e-17,0.0,0.709,0.2757,0.002746,0.0007408,0.006719,-1.0,0.01527,13.326,15.38,18.306,13.888
0.0152,0.01508,9.3,0.0900000036,1.0816895926,0.09,-3.422,3.3624,5.216,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.91e-17,0.0,0.709,0.2757,0.002746,0.0007408,0.006719,-1.0,0.01527,13.326,15.38,18.306,13.888
0.0152,0.01508,9.3,0.1000000015,1.1711064122,0.1,-3.242,3.388,5.184,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-5.84e-17,0.0,0.7089,0.2758,0.002746,0.0007408,0.006719,-1.0,0.01527,12.875,14.927,17.841,13.437
0.0152,0.01508,9.3,0.1003787071,1.1742621007,0.1,-3.236,3.3887,5.183,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-5.9e-17,0.0,0.7089,0.2758,0.002746,0.0007408,0.006719,-1.0,0.01527,12.861,14.913,17.827,13.423
0.0152,0.01508,9.3,0.1200000122,1.3193155232,0.12,-2.978,3.4227,5.138,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.03e-16,0.0,0.7087,0.276,0.002746,0.0007408,0.006719,-1.0,0.01527,12.214,14.188,16.979,12.718
0.0152,0.01508,9.3,0.130674243,1.3858559244,0.131,-2.876,3.4339,5.118,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.28e-16,0.0,0.7087,0.2761,0.002746,0.0007408,0.006719,-1.0,0.01527,11.961,13.776,16.347,12.343
0.0152,0.01508,9.3,0.1400000006,1.4384526719,0.14,-2.794,3.443,5.102,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.52e-16,0.0,0.7086,0.2761,0.002746,0.0007408,0.006719,-1.0,0.01527,11.755,13.453,15.869,12.048
0.0152,0.01508,9.3,0.1599999964,1.5372931554,0.16,-2.653,3.4565,5.073,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.03e-16,0.0,0.7085,0.2763,0.002746,0.0007408,0.006719,-1.0,0.01527,11.403,12.927,15.109,11.568
0.0152,0.01508,9.3,0.1871505231,1.6483720039,0.187,-2.502,3.4697,5.043,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.76e-16,0.0,0.7083,0.2764,0.002746,0.0007408,0.006719,-1.0,0.01527,11.025,12.393,14.364,11.078
0.0152,0.01508,9.3,0.200000003,1.6938790862,0.2,-2.438,3.4753,5.03,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.14e-16,0.0,0.7082,0.2765,0.002746,0.0007408,0.006719,-1.0,0.01527,10.864,12.171,14.06,10.875
0.0152,0.01508,9.3,0.25,1.8403257998,0.25,-2.235,3.4917,4.99,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.69e-16,0.0,0.708,0.2768,0.002746,0.0007408,0.006719,-1.0,0.01527,10.357,11.486,13.144,10.249
0.0152,0.01508,9.3,0.3357457519,2.0194167413,0.336,-1.96,3.5089,4.912,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-8.31e-16,0.0,0.709,0.2757,0.002746,0.0007408,0.006719,-1.0,0.01527,9.671,10.651,12.125,9.469
0.0152,0.01508,9.3,0.3461261988,2.0370223588,0.346,-1.932,3.5109,4.904,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-8.83e-16,0.0,0.7091,0.2757,0.002746,0.0007408,0.006719,-1.0,0.01527,9.599,10.563,12.017,9.386
0.0152,0.01508,9.3,0.3500000238,2.0434175133,0.35,-1.921,3.5116,4.902,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-9.02e-16,0.0,0.7091,0.2756,0.002746,0.0007408,0.006719,-1.0,0.01527,9.573,10.53,11.978,9.356
0.0152,0.01508,9.3,0.3807939291,2.0911830491,0.381,-1.829,3.5185,4.873,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.11e-15,0.0,0.7092,0.2756,0.002746,0.0007408,0.006719,-1.0,0.01527,9.342,10.247,11.632,9.094
0.0152,0.01508,9.3,0.3921612799,2.1075626822,0.392,-1.797,3.5209,4.864,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.18e-15,0.0,0.7092,0.2756,0.002746,0.0007408,0.006719,-1.0,0.01527,9.263,10.15,11.514,9.004
0.0152,0.01508,9.3,0.4000000358,2.118502481,0.4,-1.776,3.5226,4.859,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.24e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.211,10.086,11.437,8.945
0.0152,0.01508,9.3,0.4392610788,2.169384979,0.439,-1.658,3.5322,4.819,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.62e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.915,9.723,11.0,8.61
0.0152,0.01508,9.3,0.4500000477,2.1822809714,0.45,-1.627,3.5347,4.809,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.74e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.838,9.631,10.889,8.525
0.0152,0.01508,9.3,0.4573403299,2.1908676327,0.457,-1.604,3.5369,4.801,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.84e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.779,9.557,10.8,8.457
0.0152,0.01508,9.3,0.4992288649,2.2366584046,0.499,-1.475,3.549,4.759,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.49e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.457,9.16,10.322,8.094
0.0152,0.01508,9.3,0.5,2.2374541529,0.5,-1.473,3.5493,4.759,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.5e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.451,9.153,10.314,8.087
0.0152,0.01508,9.3,0.5500000119,2.2836582633,0.55,-1.311,3.5679,4.712,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.65e-15,0.0,0.7139,0.2711,0.002704,0.0007295,0.006616,-1.0,0.01504,8.046,8.633,9.676,7.621
0.0152,0.01508,9.3,0.6000000238,2.3211213258,0.6,-1.148,3.5908,4.679,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-5.28e-15,0.0,0.7146,0.2703,0.002697,0.0007278,0.006602,-1.0,0.01502,7.639,8.095,9.015,7.15
0.0152,0.01508,9.3,0.6234477758,2.3363287348,0.623,-1.07,3.6038,4.67,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-6.26e-15,0.0,0.7149,0.27,0.002695,0.0007271,0.006595,-1.0,0.01501,7.445,7.836,8.696,6.925
0.0152,0.01508,9.3,0.6499999762,2.3520353107,0.65,-0.985,3.618,4.66,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-7.55e-15,0.0,0.7153,0.2697,0.002692,0.0007263,0.006588,-1.0,0.01501,7.232,7.556,8.353,6.682
0.0152,0.01508,9.3,0.6869211197,2.3715719442,0.687,-0.868,3.6392,4.652,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-9.69e-15,0.0,0.7158,0.2692,0.002688,0.0007252,0.006578,-1.0,0.01496,6.941,7.162,7.865,6.349
0.0152,0.01508,9.3,0.7000000477,2.3779267258,0.7,-0.828,3.6464,4.649,1.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.06e-14,0.0,0.716,0.2691,0.002686,0.0007249,0.006575,-1.0,0.01495,6.841,7.027,7.699,6.236
0.0152,0.01508,9.3,0.75,2.3998889087,0.75,-0.679,3.6751,4.644,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-1.44e-14,0.0,0.7166,0.2685,0.002646,0.0007226,0.006564,-1.0,0.01493,6.468,6.528,7.089,5.819
0.0152,0.01508,9.3,0.7878964543,2.414416669,0.788,-0.576,3.6909,4.626,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-1.82e-14,0.0,0.7174,0.2677,0.002639,0.0007208,0.006549,-1.0,0.01491,6.211,6.218,6.729,5.549
0.0152,0.01508,9.3,0.8000000119,2.4187244405,0.8,-0.544,3.6958,4.621,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-1.96e-14,0.0,0.7176,0.2675,0.002637,0.0007203,0.006544,-1.0,0.0149,6.131,6.124,6.62,5.468
0.0152,0.01508,9.3,0.8104149699,2.4223130175,0.81,-0.517,3.7,4.615,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-2.09e-14,0.0,0.7178,0.2673,0.002635,0.0007198,0.006539,-1.0,0.01487,6.063,6.043,6.527,5.398
0.0152,0.01508,9.3,0.8500000238,2.435034684,0.85,-0.415,3.7153,4.596,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-2.63e-14,0.0,0.7188,0.2664,0.002628,0.0007178,0.006521,-1.0,0.01477,5.809,5.753,6.196,5.143
0.0152,0.01508,9.3,0.9000000358,2.4492786175,0.899,-0.292,3.733,4.568,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-3.5e-14,0.0,0.7202,0.2651,0.002616,0.0007146,0.006492,-1.0,0.01476,5.501,5.411,5.813,4.84
0.0152,0.01508,9.3,0.943169117,2.4601898302,0.943,-0.189,3.7468,4.541,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-4.48e-14,0.0,0.7218,0.2635,0.002603,0.0007111,0.006461,-1.0,0.01466,5.243,5.135,5.504,4.597
0.0152,0.01508,9.3,0.9500000477,2.4618122009,0.949,-0.173,3.7489,4.537,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-4.66e-14,0.0,0.7221,0.2633,0.002601,0.0007105,0.006456,-1.0,0.01464,5.204,5.093,5.457,4.56
0.0152,0.01508,9.3,0.9855480194,2.4698391363,0.985,-0.091,3.7591,4.511,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-5.7e-14,0.0,0.7239,0.2615,0.002586,0.0007065,0.00642,-1.0,0.01457,4.997,4.878,5.219,4.369
0.0152,0.01508,9.3,1.0,2.4729154477,1.0,-0.058,3.7631,4.5,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-6.17e-14,0.0,0.7247,0.2608,0.002579,0.0007047,0.006404,-1.0,0.01454,4.915,4.794,5.126,4.293
0.0152,0.01508,9.3,1.0077522993,2.474523885,1.008,-0.04,3.7651,4.494,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-6.38e-14,0.0,0.7252,0.2603,0.002575,0.0007035,0.006393,-1.0,0.01452,4.871,4.748,5.076,4.253
0.0152,0.01508,9.3,1.0473544598,2.4823150526,1.047,0.049,3.775,4.461,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-7.53e-14,0.0,0.7283,0.2573,0.00255,0.0006967,0.006332,-1.0,0.01441,4.648,4.521,4.826,4.05
0.0152,0.01508,9.3,1.0499999523,2.482811486,1.049,0.055,3.7756,4.459,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-7.61e-14,0.0,0.7285,0.2571,0.002548,0.0006962,0.006328,-1.0,0.0144,4.633,4.506,4.81,4.037
0.0152,0.01508,9.3,1.0730963945,2.4870263009,1.072,0.106,3.7809,4.438,1.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1.0,-8.35e-14,0.0,0.7312,0.2545,0.002525,0.0006902,0.006274,-1.0,0.01425,4.506,4.377,4.669,3.92
0.0152,0.01508,9.3,1.1000000238,2.491680148,1.099,0.165,3.7867,4.414,1.0,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1.0,-9.3e-14,0.0,0.7347,0.2512,0.002497,0.0006825,0.006205,-1.0,0.01409,4.359,4.23,4.509,3.787
0.0152,0.01508,9.3,1.1240649223,2.4956266098,1.123,0.216,3.7916,4.391,1.0,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1.0,-1.02e-13,0.0,0.7378,0.2482,0.002474,0.0006764,0.006151,-1.0,0.01398,4.23,4.101,4.37,3.67
0.0152,0.01508,9.3,1.1499999762,2.4996678137,1.149,0.271,3.7966,4.366,1.0,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1.0,-1.13e-13,0.0,0.7412,0.245,0.00245,0.00067,0.006094,-1.0,0.01382,4.093,3.964,4.223,3.546
0.0152,0.01508,9.3,1.1519014835,2.4999558835,1.151,0.275,3.797,4.364,1.0,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1.0,-1.13e-13,0.0,0.7412,0.245,0.00245,0.0006702,0.006095,-1.0,0.01382,4.083,3.954,4.212,3.537
0.0152,0.01508,9.3,1.1860864162,2.5049540845,1.185,0.346,3.8032,4.331,1.0,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1.0,-1.28e-13,0.0,0.7409,0.2452,0.002463,0.0006737,0.006129,-1.0,0.01391,3.905,3.777,4.022,3.375
0.0152,0.01508,9.3,1.2000000477,2.5068948796,1.199,0.375,3.8056,4.317,1.0,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1.0,-1.35e-13,0.0,0.7406,0.2454,0.002469,0.0006756,0.006147,-1.0,0.01396,3.833,3.706,3.947,3.31
0.0152,0.01508,9.3,1.25,2.5134610955,1.249,0.472,3.8132,4.268,1.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1.0,-1.57e-13,0.0,0.7409,0.2451,0.002469,0.0006756,0.006148,-1.0,0.01395,3.59,3.464,3.69,3.087
0.0152,0.01508,9.3,1.2999999523,2.5194498592,1.3,0.562,3.8191,4.218,1.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1.0,-1.79e-13,0.0,0.7413,0.2448,0.002467,0.0006748,0.006145,-1.0,0.01396,3.364,3.238,3.453,2.875
0.0152,0.01508,9.3,1.3035379648,2.5198536553,1.303,0.569,3.8195,4.214,1.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8e-13,0.0,0.7412,0.2448,0.002468,0.000675,0.006147,-1.0,0.01396,3.349,3.222,3.437,2.861
0.0152,0.01508,9.3,1.3500001431,2.5249313723,1.35,0.648,3.8232,4.165,1.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1.0,-1.98e-13,0.0,0.7401,0.2459,0.002477,0.0006767,0.00618,-1.0,0.01407,3.151,3.024,3.232,2.672
