Zini,MH,logAge,Mini,int_IMF,Mass,LogL,LogTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,7.3,0.0900000036,1.0816895926,0.09,-2.268,3.4016,4.218,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.78e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.439,12.47,15.095,11.011
0.0152,0.01508,7.3,0.0900000036,1.0816895926,0.09,-2.268,3.4016,4.218,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.78e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.439,12.47,15.095,11.011
0.0152,0.01508,7.3,0.0984929577,1.1583928148,0.098,-2.21,3.4079,4.225,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.93e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.295,12.327,14.953,10.867
0.0152,0.01508,7.3,0.1000000015,1.1711064122,0.1,-2.2,3.4089,4.225,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.96e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.269,12.301,14.928,10.841
0.0152,0.01508,7.3,0.1176880226,1.3038844696,0.118,-2.094,3.4202,4.235,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.28e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,10.005,11.998,14.581,10.546
0.0152,0.01508,7.3,0.1200000122,1.3193155232,0.12,-2.081,3.4215,4.236,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.32e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.972,11.945,14.505,10.498
0.0152,0.01508,7.3,0.1400000006,1.4384526719,0.14,-1.979,3.4325,4.245,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.69e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.717,11.536,13.916,10.124
0.0152,0.01508,7.3,0.1465429068,1.4727085989,0.146,-1.949,3.436,4.249,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.8e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.643,11.418,13.75,10.016
0.0152,0.01508,7.3,0.1753384024,1.6028025989,0.175,-1.832,3.4491,4.262,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.31e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.349,10.96,13.11,9.597
0.0152,0.01508,7.3,0.1891481131,1.6557090079,0.189,-1.782,3.4544,4.267,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.53e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.226,10.772,12.847,9.425
0.0152,0.01508,7.3,0.1968074739,1.6829346398,0.197,-1.757,3.4573,4.271,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.65e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.163,10.675,12.709,9.337
0.0152,0.01508,7.3,0.2066104412,1.7158351304,0.207,-1.725,3.4607,4.273,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.85e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,9.083,10.555,12.543,9.228
0.0152,0.01508,7.3,0.2247654051,1.7717162622,0.225,-1.671,3.4665,4.278,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.16e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.947,10.357,12.277,9.047
0.0152,0.01508,7.3,0.2445654571,1.8263332466,0.245,-1.616,3.4723,4.284,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.49e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.81,10.16,12.01,8.867
0.0152,0.01508,7.3,0.2636878192,1.8738823767,0.264,-1.568,3.4776,4.29,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.8e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.69,9.987,11.777,8.709
0.0152,0.01508,7.3,0.2921779156,1.936978254,0.292,-1.502,3.4849,4.297,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-5.27e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.524,9.747,11.451,8.493
0.0152,0.01508,7.3,0.3000000119,1.9529139769,0.3,-1.485,3.4868,4.299,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-5.39e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.482,9.685,11.366,8.437
0.0152,0.01508,7.3,0.3143351674,1.980761848,0.314,-1.456,3.4899,4.303,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-5.6e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.41,9.582,11.226,8.344
0.0152,0.01508,7.3,0.3500000238,2.0434175133,0.35,-1.388,3.4973,4.311,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-6.15e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.24,9.351,10.93,8.133
0.0152,0.01508,7.3,0.3959210217,2.1128449282,0.396,-1.312,3.5056,4.322,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-6.81e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.049,9.096,10.604,7.9
0.0152,0.01508,7.3,0.4000000358,2.118502481,0.4,-1.305,3.5063,4.323,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-6.87e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,8.033,9.075,10.577,7.881
0.0152,0.01508,7.3,0.4101470411,2.1322567506,0.41,-1.29,3.5082,4.325,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-7.01e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.994,9.021,10.509,7.832
0.0152,0.01508,7.3,0.4500000477,2.1822809714,0.45,-1.23,3.5151,4.333,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-7.6e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.846,8.822,10.254,7.652
0.0152,0.01508,7.3,0.4575102925,2.1910643294,0.457,-1.22,3.5164,4.336,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-7.7e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.82,8.787,10.208,7.62
0.0152,0.01508,7.3,0.5,2.2374541529,0.5,-1.163,3.5234,4.345,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-8.31e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.676,8.593,9.959,7.445
0.0152,0.01508,7.3,0.5239073634,2.2608118731,0.524,-1.131,3.5276,4.35,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-8.69e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.597,8.484,9.818,7.348
0.0152,0.01508,7.3,0.5500000119,2.2836582633,0.55,-1.096,3.5317,4.353,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-9.17e-15,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.509,8.368,9.673,7.243
