RA_ICRS;DE_ICRS;GaiaDR2;GLON;GLAT;Plx;e_Plx;pmRA*;e_pmRA*;pmDE;e_pmDE;RV;e_RV;RADEcor;RAPlxcor;RApmRAcor;RApmDEcor;DEPlxcor;DEpmRAcor;DEpmDEcor;PlxpmRAcor;PlxpmDEcor;pmRApmDEcor;o_Gmag;Gmag;BP-RP;proba;Cluster;Teff50;Simbad;_RA.icrs;_DE.icrs
 73.90673776112; 52.80917076766; 260880200509992320; 1.55055199021640419e+02; 5.901740725298821211e+00; 1.96480515302435682e-01; 0.063798267887774998;-4.569549172598498521e-02; 0.097785067745404422; 6.088790229870417736e-01; 0.073005466383772089;                        ;                     ; -0.60346460000;  0.14445235000; -0.49858573000;  0.65221380000;  0.05177715000;  0.67897650000; -0.38873005000; 4.555745400e-02; 1.445531300e-02;-4.688150000e-01; 336;16.1415480; 1.287377400e+00; 1.00000;Berkeley_13      ; 8995.33600000;Simbad; 73.90673808660;+52.80916814610
 73.89231995187; 52.81269329706; 260880264930141056; 1.55046975403680932e+02; 5.897110114472285503e+00; 2.44240666275166357e-01; 0.079754042224395499; 2.706391033809164570e-01; 0.123140501006383948; 5.471996911359138238e-01; 0.090461667022092559;                        ;                     ; -0.60223275000;  0.16225947000; -0.45159525000;  0.65267970000; -0.00476991200;  0.66630350000; -0.39938754000; 4.748048300e-02; 2.411647700e-02;-4.842152000e-01; 367;16.6804920; 1.340310100e+00; 0.90000;Berkeley_13      ; 7943.21340000;Simbad; 73.89231802399;+52.81269094106
 73.89238456474; 52.81758735701; 260880269228988800; 1.55043148404495838e+02; 5.900186168381321927e+00; 3.27154098322638975e-01; 0.160448810912957235;-1.026488492046921525e-01; 0.254722075662675518; 5.429967356039014925e-01; 0.187195836154083889;                        ;                     ; -0.60348440000;  0.10125512000; -0.46786308000;  0.65653740000;  0.05317997000;  0.67381730000; -0.39101250000; 6.411947000e-02; 1.080240500e-03;-5.041210000e-01; 357;17.9667420; 1.599512100e+00; 0.70000;Berkeley_13      ; 9970.72000000;Simbad; 73.89238529603;+52.81758501911
 73.88910243302; 52.83911260873; 260880544106883584; 1.55024968075248978e+02; 5.912028648174471712e+00; 2.05377260413117657e-01; 0.111356806481064982; 4.276434772839576848e-02; 0.178541993594224957; 6.357768628847807468e-01; 0.130155038456094968;                        ;                     ; -0.60419965000;  0.11677964000; -0.46499443000;  0.64720610000;  0.02755170500;  0.66106695000; -0.41080630000; 6.093356000e-02; 1.029230700e-02;-5.064375400e-01; 349;17.3414210; 1.529321700e+00; 1.00000;Berkeley_13      ; 6855.23700000;Simbad; 73.88910212821;+52.83910987135
 73.92020646384; 52.81157973692; 260880574167763200; 1.55058394244537965e+02; 5.909613544171546273e+00; 3.24747057745778001e-01; 0.069041139683217012;-2.002382364760389721e-02; 0.103245612413340959; 4.952868446727312635e-01; 0.080605394257673366;                        ;                     ; -0.58884720000;  0.08131964000; -0.50869304000;  0.66027516000;  0.00214446340;  0.67803264000; -0.35346050000; 7.462174400e-02;-6.181814000e-02;-4.442896000e-01; 357;16.3683830; 1.361075400e+00; 0.90000;Berkeley_13      ; 7672.67970000;Simbad; 73.92020660647;+52.81157760443
 73.93196593044; 52.81451178106; 260880574167771392; 1.55060530100026426e+02; 5.917002849274660470e+00; 2.49429419538912012e-01; 0.082173341526844731; 9.052465583142427219e-02; 0.130071494665185639; 5.352543728478394991e-01; 0.093794652491010877;                        ;                     ; -0.61380464000;  0.12425891000; -0.47799322000;  0.66682940000;  0.10197377000;  0.68105996000; -0.43457440000; 7.973435500e-02; 3.465271700e-02;-4.940522300e-01; 412;16.8879500; 1.521789600e+00; 1.00000;Berkeley_13      ; 6854.54900000;Simbad; 73.93196528556;+52.81450947650
 73.92305937119; 52.80763594002; 260880578466630400; 1.55062577181892095e+02; 5.908510884032798671e+00; 3.10044593437687699e-01; 0.073943926717723416; 1.120490794134773038e-01; 0.102602463704073180; 4.211933378318555299e-01; 0.079070985936325097;                        ;                     ; -0.59750485000;  0.24795598000; -0.42950980000;  0.68806356000; -0.10609330000;  0.69422954000; -0.37577520000;-8.903131000e-03; 5.026008600e-02;-4.004984500e-01; 373;16.3350350; 1.461511600e+00; 0.70000;Berkeley_13      ; 7345.77340000;Simbad; 73.92305857311;+52.80763412655
 73.93771742952; 52.81535325441; 260880608527509632; 1.55062040780223896e+02; 5.920248439706973898e+00; 2.50614093328993592e-01; 0.071179096901683225;-1.552809260399112268e-01; 0.115372182739336068; 4.019504032053597964e-01; 0.083559499628383022;                        ;                     ; -0.57954360000;  0.09769400000; -0.42864975000;  0.67907770000;  0.07966319000;  0.69026524000; -0.41361833000; 6.091993300e-02;-2.193376400e-03;-4.408936000e-01; 392;16.6062000; 1.536119500e+00; 0.70000;Berkeley_13      ; 8024.52250000;Simbad; 73.93771853572;+52.81535152379
 73.95293965866; 52.83179949553; 260880612826343040; 1.55054839801916160e+02; 5.937677948934544148e+00; 1.65609259682393900e-01; 0.099690203960827728;-1.424627840084753128e-01; 0.161173267311053886; 5.502774522020389414e-01; 0.116471285576230182;                        ;                     ; -0.61948127000;  0.09618936500; -0.48474056000;  0.67808940000;  0.12871306000;  0.69471430000; -0.44131392000; 1.046633800e-01; 1.824412500e-02;-5.035247000e-01; 402;17.2410340; 1.540376700e+00; 1.00000;Berkeley_13      ; 6679.23540000;Simbad; 73.95294067393;+52.83179712628
 73.94143402926; 52.82107635530; 260880612826353280; 1.55058938584470667e+02; 5.925566123163763521e+00; 2.63689459401409143e-01; 0.064940716852850355; 4.131316228423387305e-02; 0.105508833309278849; 5.414798972756559303e-01; 0.076046725551908390;                        ;                     ; -0.62734175000;  0.11313002000; -0.49873975000;  0.67825025000;  0.11168654000;  0.69198990000; -0.46939610000; 1.116290200e-01; 1.940890200e-02;-5.116559000e-01; 396;16.4210510; 1.529858600e+00; 0.90000;Berkeley_13      ; 7675.74100000;Simbad; 73.94143373492;+52.82107402393
