Zini,MH,logAge,Mini,int_IMF,Mass,LogL,LogTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,9.0,0.0900000036,1.0816895926,0.09,-3.384,3.3657,5.191,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.43e-17,0.0,0.7091,0.2756,0.002746,0.0007408,0.006719,-1.0,0.01527,13.23,15.283,18.2,13.793
0.0152,0.01508,9.0,0.0900000036,1.0816895926,0.09,-3.384,3.3657,5.191,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.43e-17,0.0,0.7091,0.2756,0.002746,0.0007408,0.006719,-1.0,0.01527,13.23,15.283,18.2,13.793
0.0152,0.01508,9.0,0.1000000015,1.1711064122,0.1,-3.222,3.3893,5.17,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-6.24e-17,0.0,0.7091,0.2757,0.002746,0.0007408,0.006719,-1.0,0.01527,12.826,14.878,17.787,13.389
0.0152,0.01508,9.0,0.1200000122,1.3193155232,0.12,-2.975,3.4228,5.135,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.05e-16,0.0,0.709,0.2757,0.002746,0.0007408,0.006719,-1.0,0.01527,12.208,14.181,16.968,12.71
0.0152,0.01508,9.0,0.1229617968,1.3385280703,0.123,-2.948,3.4259,5.131,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.1e-16,0.0,0.709,0.2757,0.002746,0.0007408,0.006719,-1.0,0.01527,12.14,14.067,16.791,12.608
0.0152,0.01508,9.0,0.1400000006,1.4384526719,0.14,-2.794,3.443,5.102,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.52e-16,0.0,0.7089,0.2758,0.002746,0.0007408,0.006719,-1.0,0.01527,11.755,13.453,15.87,12.048
0.0152,0.01508,9.0,0.1493833214,1.4869667073,0.149,-2.726,3.4495,5.088,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.75e-16,0.0,0.7089,0.2758,0.002746,0.0007408,0.006719,-1.0,0.01527,11.585,13.199,15.504,11.814
0.0152,0.01508,9.0,0.1599999964,1.5372931554,0.16,-2.653,3.4565,5.073,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.03e-16,0.0,0.7088,0.2759,0.002746,0.0007408,0.006719,-1.0,0.01527,11.403,12.929,15.112,11.569
0.0152,0.01508,9.0,0.200000003,1.6938790862,0.2,-2.438,3.4752,5.03,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.14e-16,0.0,0.7087,0.276,0.002746,0.0007408,0.006719,-1.0,0.01527,10.865,12.173,14.063,10.877
0.0152,0.01508,9.0,0.25,1.8403257998,0.25,-2.236,3.4916,4.991,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.67e-16,0.0,0.7086,0.2761,0.002746,0.0007408,0.006719,-1.0,0.01527,10.36,11.49,13.148,10.253
