Cluster;RA_ICRS;DE_ICRS;GLON;GLAT;r50;nbstars07;pmRA*;e_pmRA*;pmDE;e_pmDE;plx;e_plx;Flag;AgeNN;AVNN;DMNN;DistPc;X;Y;Z;Rgc;SimbadName;_RA.icrs;_DE.icrs
UPK_33           ;280.046;-04.333; 27.795;  0.508; 0.197;  30; -0.124; 0.152;-11.012; 0.225; 1.945; 0.044;NN            ; 8.45; 1.64; 8.60;   523;    463;    244;     4;  7880;UPK 33                         ;280.0460;-04.3330
UPK_333          ;061.771;+44.094;155.823; -5.823; 0.412;  54;  2.491; 0.215; -6.466; 0.242; 1.348; 0.068;NN            ; 8.88; 0.74; 9.25;   706;   -641;    288;   -71;  8986;UPK 333                        ;061.7710;+44.0940
UPK_350          ;101.689;+48.688;167.317; 19.336; 0.838;  48; -4.845; 0.160; -6.346; 0.159; 2.238; 0.110;NN            ; 8.11; 0.19; 8.33;   463;   -427;     96;   153;  8767;UPK 350                        ;101.6890;+48.6880
UPK_369          ;083.565;+30.475;177.282; -1.285; 0.416;  21;  0.038; 0.081; -2.865; 0.088; 1.350; 0.064;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UPK 369                        ;083.5650;+30.4750
UPK_379          ;094.071;+30.794;181.658;  6.684; 0.577;  37; -0.968; 0.098; -4.325; 0.105; 1.284; 0.122;NN            ; 8.66; 0.69; 9.44;   772;   -766;    -22;    89;  9106;UPK 379                        ;094.0710;+30.7940
UPK_38           ;280.829;-01.654; 30.544;  1.054; 0.082;  29; -1.102; 0.274; -5.202; 0.233; 1.675; 0.119;NN            ; 7.16; 2.09; 8.90;   601;    518;    305;    11;  7827;UPK 38                         ;280.8290;-01.6540
UPK_381          ;095.506;+29.107;183.686;  7.074; 0.583;  53;  0.437; 0.133; -2.987; 0.107; 1.378; 0.085;NN            ; 8.46; 0.23; 9.26;   712;   -705;    -45;    87;  9045;UPK 381                        ;095.5060;+29.1070
UPK_385          ;075.647;+13.020;187.976;-17.005; 0.351;  44;  1.809; 0.370; -3.484; 0.260; 3.133; 0.122;NN            ; 7.07; 0.87; 7.54;   321;   -304;    -42;   -94;  8644;UPK 385                        ;075.6470;+13.0200
UPK_394          ;078.808;+06.291;195.651;-18.109; 0.150;  40; -0.510; 0.121; -1.975; 0.100; 1.233; 0.066;NN            ; 8.32; 0.31; 9.50;   795;   -727;   -203;  -247;  9070;UPK 394                        ;078.8080;+06.2910
UPK_398          ;085.994;+07.021;198.782;-11.552; 0.272;  44; -3.315; 0.199; -1.714; 0.165; 2.176; 0.169;NN            ; 7.03; 0.38; 8.26;   448;   -416;   -141;   -89;  8757;UPK 398                        ;085.9940;+07.0210
UPK_4            ;281.361;-23.764; 10.947; -9.381; 0.263;  75; -2.009; 0.117; -6.373; 0.127; 1.239; 0.057;NN            ; 8.44; 1.04; 9.59;   829;    803;    155;  -135;  7538;UPK 4                          ;281.3610;-23.7640
UPK_40           ;292.631;-06.882; 31.222;-11.616; 0.676;  35;  0.294; 0.119; -9.120; 0.202; 1.522; 0.060;NN            ; 8.73; 0.69; 9.12;   666;    558;    338;  -134;  7788;UPK 40                         ;292.6310;-06.8820
UPK_402          ;087.515;+02.822;203.250;-12.290; 0.189;  47; -1.112; 0.317; -1.917; 0.273; 2.385; 0.133;NN            ; 6.86; 1.26; 8.19;   433;   -389;   -167;   -92;  8730;UPK 402                        ;087.5150;+02.8220
UPK_418          ;112.480;+05.605;212.311; 11.062; 0.416;  18; -2.646; 0.197; -0.983; 0.578; 1.111; 0.053;NN            ; 7.80; 0.01; 9.83;   922;   -765;   -484;   177;  9118;UPK 418                        ;112.4800;+05.6050
UPK_42           ;293.908;-03.653; 34.707;-11.512; 0.215;  82; -0.452; 0.141; -5.002; 0.132; 1.657; 0.073;NN            ; 8.32; 1.06; 8.88;   595;    479;    332;  -118;  7867;UPK 42                         ;293.9080;-03.6530
UPK_422          ;088.007;-07.543;213.027;-16.580; 0.740; 113;  0.187; 0.331; -0.571; 0.252; 3.316; 0.122;NN            ; 7.29; 0.26; 7.35;   295;   -237;   -154;   -84;  8578;UPK 422                        ;088.0070;-07.5430
UPK_429          ;108.961;-00.875;216.494;  5.018; 0.404; 131; -2.045; 0.170;  0.071; 0.121; 1.122; 0.081;NN            ; 8.15; 0.09; 9.78;   904;   -724;   -535;    79;  9079;UPK 429                        ;108.9610;-00.8750
UPK_431          ;108.234;-02.635;217.764;  3.525; 0.583;  75; -2.460; 0.131;  0.760; 0.113; 1.346; 0.059;NN            ; 8.78; 0.00; 9.42;   765;   -604;   -468;    47;  8956;UPK 431                        ;108.2340;-02.6350
UPK_433          ;103.455;-05.729;218.274; -2.124; 0.313;  46; -0.783; 0.138; -2.527; 0.120; 1.248; 0.034;NN            ; 8.26; 0.25; 9.48;   787;   -617;   -487;   -29;  8970;UPK 433                        ;103.4550;-05.7290
UPK_436          ;100.180;-08.126;218.990; -6.028; 0.544;  98; -4.119; 0.175;  0.635; 0.175; 1.157; 0.083;NN            ; 7.41; 0.23; 9.64;   845;   -653;   -528;   -88;  9009;UPK 436                        ;100.1800;-08.1260
UPK_442          ;098.400;-11.549;221.558; -9.061; 1.125;  54; -2.580; 0.172; -1.322; 0.188; 1.558; 0.075;NN            ; 8.23; 0.26; 8.97;   622;   -460;   -407;   -98;  8809;UPK 442                        ;098.4000;-11.5490
UPK_445          ;092.385;-15.030;221.970;-15.954; 0.294;  58; -2.634; 0.218;  1.377; 0.225; 1.467; 0.078;NN            ; 7.11; 0.70; 9.11;   663;   -474;   -426;  -182;  8824;UPK 445                        ;092.3850;-15.0300
UPK_45           ;291.696;+00.212; 37.179; -7.745; 0.155;  50; -0.697; 0.142; -2.138; 0.121; 1.109; 0.057;NN            ; 8.02; 0.83; 9.76;   897;    708;    537;  -120;  7650;UPK 45                         ;291.6960;+00.2120
UPK_452          ;110.203;-11.712;226.677;  1.149; 0.316;  28; -5.757; 0.166;  3.191; 0.169; 1.567; 0.108;NN            ; 8.22; 0.28; 9.02;   636;   -436;   -462;    12;  8788;UPK 452                        ;110.2030;-11.7120
UPK_457          ;104.482;-18.741;230.384; -7.033; 0.273;  20; -3.839; 0.080;  5.173; 0.136; 1.020; 0.036;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UPK 457                        ;104.4820;-18.7410
UPK_46           ;294.707;-01.363; 37.180;-11.134; 0.362;  45;  0.094; 0.179; -8.631; 0.298; 1.470; 0.093;NN            ; 8.19; 0.64; 9.20;   693;    541;    411;  -133;  7808;UPK 46                         ;294.7070;-01.3630
UPK_467          ;121.237;-11.420;231.875; 10.661; 0.605; 106; -6.968; 0.301; -1.662; 0.186; 1.692; 0.100;NN            ; 8.07; 0.13; 8.81;   579;   -351;   -447;   107;  8702;UPK 467                        ;121.2370;-11.4200
UPK_468          ;118.411;-13.511;232.150;  7.217; 0.087;  13; -1.530; 0.073;  0.131; 0.096; 1.125; 0.038;NN            ; 7.83; 0.17; 9.68;   862;   -524;   -675;   108;  8890;UPK 468                        ;118.4110;-13.5110
UPK_470          ;108.394;-19.495;232.710; -4.079; 0.577; 115; -4.819; 0.185;  4.224; 0.135; 0.963; 0.066;NN            ; 7.62; 0.37; 9.92;   965;   -583;   -766;   -68;  8956;UPK 470                        ;108.3940;-19.4950
UPK_495          ;105.863;-40.886;251.370;-15.409; 0.939;  39; -2.506; 0.195;  5.659; 0.273; 1.454; 0.085;NN            ; 8.64; 0.05; 9.10;   660;   -203;   -603;  -175;  8564;UPK 495                        ;105.8630;-40.8860
UPK_5            ;273.304;-18.308; 12.346; -0.177; 0.332;  71;  0.659; 0.252; -8.387; 0.318; 1.786; 0.065;NN            ; 8.29; 0.27; 8.84;   587;    573;    125;    -1;  7767;UPK 5                          ;273.3040;-18.3080
UPK_50           ;283.309;+08.172; 40.421;  3.336; 0.248;  97; -1.315; 0.115; -3.817; 0.153; 0.970; 0.065;NN            ; 8.34; 1.07;10.01;  1003;    762;    649;    58;  7605;UPK 50                         ;283.3090;+08.1720
UPK_502          ;124.371;-37.798;255.586; -1.267; 0.147;  44; -8.119; 0.182;  5.621; 0.191; 1.397; 0.050;NN            ; 7.86; 0.17; 9.27;   715;   -177;   -692;   -15;  8546;UPK 502                        ;124.3710;-37.7980
UPK_508          ;135.775;-34.942;258.950;  7.756; 0.192;  46;-10.558; 0.152;  6.235; 0.103; 1.178; 0.054;NN            ; 8.00; 0.65; 9.60;   831;   -157;   -808;   112;  8536;UPK 508                        ;135.7751;-34.9420
UPK_51           ;314.073;-06.588; 41.797;-30.795; 0.413;  52;  5.068; 0.251;  2.018; 0.224; 1.757; 0.100;NN            ; 8.03; 0.06; 8.82;   581;    372;    332;  -297;  7974;UPK 51                         ;314.0730;-06.5880
UPK_524          ;105.304;-54.432;264.576;-20.444; 0.957;  58; -2.761; 0.321;  8.650; 0.322; 1.765; 0.072;NN            ; 8.03; 0.30; 8.78;   569;    -50;   -530;  -198;  8407;UPK 524                        ;105.3040;-54.4320
UPK_526          ;115.198;-52.839;265.415;-14.308; 0.809;  39; -8.000; 0.218;  7.415; 0.164; 1.712; 0.054;NN            ; 7.49; 0.45; 8.98;   624;    -48;   -603;  -154;  8410;UPK 526                        ;115.1981;-52.8390
UPK_528          ;137.032;-43.346;265.908;  2.899; 0.136;  54; -7.706; 0.132;  1.911; 0.111; 0.999; 0.065;NN            ; 8.54; 0.51;10.03;  1013;    -72;  -1009;    51;  8472;UPK 528                        ;137.0320;-43.3460
UPK_53           ;288.544;+14.392; 48.351;  1.591; 0.345; 105;  2.441; 0.169;  1.086; 0.120; 1.661; 0.056;NN            ; 8.66; 0.98; 8.97;   621;    412;    464;    17;  7940;UPK 53                         ;288.5440;+14.3920
UPK_533          ;122.798;-52.529;267.427;-10.005; 1.016;  55; -6.788; 0.348;  2.615; 0.266; 2.893; 0.109;NN            ; 7.95; 0.01; 7.69;   344;    -15;   -339;   -59;  8362;UPK 533                        ;122.7980;-52.5290
UPK_535          ;127.025;-50.899;267.477; -7.058; 1.136; 109;-12.913; 0.607;  3.217; 0.265; 3.086; 0.144;NN            ; 7.52; 0.07; 7.53;   320;    -14;   -318;   -39;  8360;UPK 535                        ;127.0251;-50.8990
UPK_537          ;126.570;-52.113;268.388; -8.067; 0.755;  51; -6.638; 0.236;  7.765; 0.258; 1.652; 0.044;NN            ; 8.37; 0.54; 8.99;   628;    -17;   -621;   -88;  8380;UPK 537                        ;126.5700;-52.1130
UPK_54           ;286.157;+15.689; 48.425;  4.221; 0.342; 107; -0.558; 0.151; -5.854; 0.141; 1.172; 0.064;NN            ; 8.07; 0.94; 9.53;   807;    534;    602;    59;  7829;UPK 54                         ;286.1570;+15.6890
UPK_540          ;114.567;-58.609;270.742;-17.111; 0.719;  52; -4.827; 0.238;  7.670; 0.196; 2.688; 0.086;NN            ; 7.57; 0.32; 7.78;   360;      4;   -344;  -106;  8342;UPK 540                        ;114.5670;-58.6090
UPK_542          ;134.258;-54.303;272.821; -5.815; 0.544;  33; -4.897; 0.131;  2.508; 0.140; 1.198; 0.055;manual        ; 8.80; 0.49; 9.54;   808;     39;   -802;   -81;  8339;UPK 542                        ;134.2580;-54.3030
UPK_545          ;130.809;-58.629;275.162; -9.931; 0.960; 174; -8.752; 0.390;  2.720; 0.322; 3.036; 0.091;NN            ; 7.90; 0.27; 7.70;   346;     30;   -340;   -59;  8316;UPK 545                        ;130.8091;-58.6290
UPK_549          ;146.490;-52.490;276.781;  0.708; 0.195; 170; -1.676; 0.115; -0.439; 0.122; 0.960; 0.045;NN            ; 8.97; 0.80;10.03;  1014;    119;  -1007;    12;  8281;UPK 549                        ;146.4900;-52.4900
UPK_55           ;296.812;+10.428; 48.675; -7.348; 0.259;  46; -1.383; 0.098; -6.870; 0.089; 1.252; 0.040;NN            ; 8.33; 0.54; 9.43;   769;    504;    573;   -98;  7856;UPK 55                         ;296.8120;+10.4280
UPK_552          ;158.509;-47.263;280.104;  9.484; 0.639;  44;-22.634; 0.473;  6.340; 0.353; 3.056; 0.093;NN            ; 8.07; 0.00; 7.56;   324;     56;   -315;    53;  8289;UPK 552                        ;158.5091;-47.2630
UPK_560          ;158.037;-44.451;278.274; 11.695; 1.005;  87;-12.503; 0.318;  3.828; 0.312; 1.661; 0.092;NN            ; 8.51; 0.07; 8.89;   598;     84;   -580;   121;  8275;UPK 560                        ;158.0371;-44.4510
UPK_562          ;165.861;-56.978;288.593;  2.859; 0.489;  67;-11.688; 0.162;  4.876; 0.240; 1.199; 0.056;NN            ; 7.99; 0.37; 9.52;   802;    255;   -759;    40;  8120;UPK 562                        ;165.8611;-56.9780
UPK_567          ;161.029;-67.524;291.158; -7.554; 0.577;  88; -6.374; 0.114;  0.109; 0.256; 1.538; 0.057;NN            ; 8.53; 0.47; 9.05;   645;    231;   -596;   -84;  8130;UPK 567                        ;161.0291;-67.5240
UPK_578          ;192.965;-57.367;302.989;  5.504; 0.117;  55;-12.913; 0.108; -4.654; 0.150; 1.045; 0.068;NN            ; 8.94; 0.70; 9.90;   956;    518;   -798;    91;  7862;UPK 578                        ;192.9651;-57.3670
UPK_579          ;192.917;-50.541;302.969; 12.321; 1.083; 110;-10.710; 0.292; -3.230; 0.251; 1.367; 0.082;NN            ; 8.08; 0.11; 9.23;   702;    373;   -575;   149;  7987;UPK 579                        ;192.9171;-50.5410
UPK_585          ;212.787;-75.872;307.818;-13.734; 0.217;  28; -6.810; 0.142; -5.570; 0.186; 1.388; 0.050;NN            ; 7.89; 0.20; 9.24;   705;    420;   -541;  -167;  7938;UPK 585                        ;212.7871;-75.8720
UPK_587          ;200.909;-49.907;308.317; 12.648; 0.459;  41; -8.828; 0.157; -2.618; 0.180; 1.112; 0.041;NN            ; 8.07; 0.14; 9.77;   900;    544;   -689;   197;  7825;UPK 587                        ;200.9091;-49.9070
UPK_594          ;219.173;-67.975;312.562; -7.099; 0.591;  39; -1.900; 0.134; -3.118; 0.106; 1.029; 0.038;NN            ; 8.18; 0.81; 9.86;   936;    628;   -684;  -115;  7741;UPK 594                        ;219.1730;-67.9750
UPK_599          ;205.840;-38.576;313.934; 23.147; 0.711;  87; -9.945; 0.352;  0.293; 0.247; 1.458; 0.073;NN            ; 7.29; 0.10; 9.07;   652;    416;   -432;   256;  7935;UPK 599                        ;205.8401;-38.5760
UPK_604          ;224.400;-59.750;318.243; -0.703; 0.281;  43; -4.535; 0.124; -3.678; 0.223; 1.305; 0.056;NN            ; 7.63; 1.00; 9.24;   703;    524;   -468;    -8;  7829;UPK 604                        ;224.4000;-59.7500
UPK_605          ;234.582;-65.957;318.842; -8.387; 0.144;  57; -3.627; 0.085; -4.257; 0.134; 1.319; 0.046;NN            ; 7.84; 0.16; 9.33;   734;    547;   -478;  -107;  7807;UPK 605                        ;234.5820;-65.9570
UPK_606          ;216.120;-46.390;319.175; 13.627; 0.646;  63;-20.156; 0.614;-16.704; 0.502; 5.877; 0.167;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;UPK 606                        ;216.1201;-46.3899
UPK_607          ;225.058;-57.148;319.747;  1.434; 0.147;  37; -4.231; 0.187; -3.245; 0.156; 1.049; 0.073;NN            ; 7.19; 0.79; 9.82;   919;    701;   -594;    23;  7661;UPK 607                        ;225.0580;-57.1480
UPK_612          ;253.423;-67.788;322.721;-14.891; 1.941; 235;-13.318; 1.255;-12.020; 1.307; 4.323; 0.314;NN            ; 8.00; 0.05; 6.92;   242;    186;   -141;   -62;  8154;UPK 612                        ;253.4232;-67.7879
UPK_613          ;226.276;-49.152;324.244;  8.133; 0.246;  27; -4.566; 0.140; -3.640; 0.139; 1.146; 0.076;NN            ; 7.92; 0.28; 9.67;   859;    690;   -497;   121;  7665;UPK 613                        ;226.2760;-49.1520
UPK_614          ;231.204;-53.967;324.337;  2.387; 0.192;  41; -1.850; 0.130; -4.488; 0.079; 1.098; 0.045;NN            ; 8.00; 0.36; 9.76;   893;    725;   -520;    37;  7632;UPK 614                        ;231.2040;-53.9670
UPK_617          ;234.809;-55.394;325.239;  0.040; 0.183;  84; -2.736; 0.175; -5.314; 0.140; 1.360; 0.061;NN            ; 7.85; 0.46; 9.27;   714;    587;   -407;     0;  7763;UPK 617                        ;234.8090;-55.3940
UPK_62           ;289.727;+20.823; 54.525;  3.593; 0.105;  32; -0.451; 0.093; -5.423; 0.076; 1.085; 0.066;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UPK 62                         ;289.7270;+20.8230
UPK_621          ;237.093;-54.403;326.936; -0.026; 0.420;  49; -2.480; 0.107; -3.105; 0.114; 1.122; 0.037;NN            ; 7.42; 0.66; 9.63;   842;    706;   -459;     0;  7647;UPK 621                        ;237.0930;-54.4030
UPK_624          ;254.138;-60.422;329.053;-10.625; 0.479;  40; -1.422; 0.218;-14.336; 0.391; 3.130; 0.161;NN            ; 7.60; 0.50; 7.51;   317;    267;   -160;   -58;  8074;UPK 624                        ;254.1380;-60.4219
UPK_626          ;239.788;-50.381;330.689;  2.059; 0.269;  39; -7.334; 0.231; -5.690; 0.184; 1.962; 0.080;NN            ; 8.33; 0.48; 8.53;   507;    442;   -248;    18;  7901;UPK 626                        ;239.7880;-50.3810
UPK_627          ;245.354;-53.089;331.380; -2.350; 0.496;  42; -2.447; 0.182;-10.050; 0.182; 1.873; 0.064;NN            ; 8.67; 0.22; 8.64;   533;    468;   -255;   -21;  7875;UPK 627                        ;245.3540;-53.0890
UPK_629          ;255.222;-55.976;332.882; -8.509; 0.473;  40;  0.791; 0.106; -3.782; 0.145; 1.059; 0.046;NN            ; 8.72; 0.36; 9.88;   945;    831;   -426;  -139;  7520;UPK 629                        ;255.2220;-55.9760
UPK_630          ;249.193;-51.304;334.311; -2.714; 0.104;  36; -1.760; 0.089; -2.289; 0.073; 1.047; 0.043;NN            ; 8.05; 0.25; 9.75;   892;    803;   -386;   -42;  7546;UPK 630                        ;249.1930;-51.3040
UPK_640          ;250.260;-39.494;343.560;  4.473; 1.213; 616;-11.973; 0.789;-21.250; 0.682; 5.673; 0.204;manual        ; 7.40; 0.40; 6.21;   174;    166;    -49;    13;  8173;UPK 640                        ;250.2601;-39.4939
UPK_642          ;263.081;-44.242;345.604; -5.865; 0.525;  31;  2.317; 0.108; -4.331; 0.106; 1.025; 0.061;NN            ; 8.22; 0.27; 9.81;   917;    883;   -226;   -93;  7459;UPK 642                        ;263.0810;-44.2420
UPK_644          ;249.155;-31.418;349.185; 10.570; 0.384;  82; -3.846; 0.219; -3.458; 0.185; 1.313; 0.083;NN            ; 8.23; 0.34; 9.36;   743;    717;   -137;   136;  7623;UPK 644                        ;249.1550;-31.4180
UPK_645          ;270.167;-42.783;349.522; -9.513; 0.198;  59;  2.797; 0.169; -2.844; 0.146; 1.430; 0.083;NN            ; 8.02; 0.35; 9.22;   696;    675;   -124;  -115;  7665;UPK 645                        ;270.1670;-42.7830
UPK_65           ;286.514;+23.337; 55.403;  7.360; 0.248;  32; -1.840; 0.104; -3.587; 0.086; 1.291; 0.036;NN            ; 8.44; 0.80; 9.36;   744;    419;    607;    95;  7944;UPK 65                         ;286.5140;+23.3370
UPK_654          ;277.329;-34.528;277.329;-34.528; 0.308;  60;  1.165; 0.260; -8.670; 0.162; 1.970; 0.083;NN            ; 7.90; 0.16; 8.58;   519;     54;   -424;  -294;  8296;UPK 654                        ;277.3290;-34.5280
UPK_66           ;305.390;+13.509; 55.778;-13.021; 0.290;  37;  0.496; 0.116; -9.950; 0.139; 1.459; 0.047;NN            ; 8.17; 0.26; 9.12;   666;    365;    536;  -150;  7992;UPK 66                         ;305.3900;+13.5090
UPK_7            ;276.781;-17.401; 14.727; -2.637; 0.153;  31; -0.294; 0.203; -5.865; 0.070; 1.260; 0.040;NN            ; 8.46; 0.89; 9.47;   782;    756;    198;   -36;  7586;UPK 7                          ;276.7810;-17.4010
UPK_79           ;303.989;+21.447; 61.841; -7.578; 0.370;  38; -2.151; 0.134; -5.426; 0.099; 1.072; 0.045;NN            ; 8.24; 0.24; 9.82;   922;    431;    806;  -121;  7949;UPK 79                         ;303.9890;+21.4470
UPK_80           ;293.914;+28.160; 62.757;  3.755; 0.450;  33;  1.217; 0.116; -1.024; 0.112; 1.127; 0.039;NN            ; 8.58; 0.44; 9.77;   899;    410;    797;    58;  7969;UPK 80                         ;293.9140;+28.1600
UPK_82           ;298.285;+26.379; 63.224; -0.523; 0.425;  83;  2.358; 0.203; -2.138; 0.113; 1.842; 0.052;NN            ; 7.91; 0.38; 8.72;   554;    249;    495;    -5;  8105;UPK 82                         ;298.2850;+26.3790
UPK_84           ;310.245;+20.212; 64.076;-13.121; 0.270;  69; -6.258; 0.113; -9.248; 0.086; 1.080; 0.047;NN            ; 9.00; 0.31; 9.88;   944;    401;    826;  -214;  7980;UPK 84                         ;310.2450;+20.2120
UPK_88           ;309.476;+21.462; 64.918;-12.028; 1.076;  24; 10.213; 0.158; -5.266; 0.184; 3.400; 0.133;NN            ; 7.62; 0.27; 7.23;   279;    116;    247;   -58;  8227;UPK 88                         ;309.4760;+21.4620
UPK_90           ;299.777;+28.422; 65.620; -0.603; 0.174;  41; -0.824; 0.153; -5.705; 0.111; 1.228; 0.075;NN            ; 7.69; 0.85; 9.49;   791;    326;    720;    -8;  8045;UPK 90                         ;299.7770;+28.4220
