Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs,E(B-V)
1593,UBC_421,39.836,57.802,136.908,-2.13,0.216,76,-0.127,-1.035,0.399,NN,7.53,1.68,11.96,2466.0,-1799.0,1683.0,-91.0,10278.0,UBC421,39.836,57.802,0.59359443
1594,UBC_422,40.546,58.171,137.09,-1.605,0.091,32,0.618,-0.693,0.367,NN,7.75,1.82,11.86,2355.0,-1724.0,1602.0,-65.0,10191.0,UBC422,40.546,58.171,0.6387963
1595,UBC_423,48.257,58.927,140.33,0.925,0.037,16,0.603,-0.835,0.359,NN,7.22,2.64,12.01,2518.0,-1938.0,1607.0,40.0,10403.0,UBC423,48.257,58.927,0.7952111
1596,UBC_424,50.967,51.237,145.748,-4.754,0.056,38,0.073,-1.67,0.413,NN,8.59,1.68,11.76,2251.0,-1854.0,1262.0,-186.0,10272.0,UBC424,50.967,51.237,0.43642527
1597,UBC_425,59.236,48.622,151.568,-3.649,0.105,32,0.79,-1.392,0.318,NN,7.93,2.29,12.44,3069.0,-2693.0,1458.0,-195.0,11129.0,UBC425,59.236,48.622,0.69
1598,UBC_426,62.5,50.103,152.216,-1.131,0.082,48,0.76,-2.207,0.349,NN,8.1,2.57,12.14,2675.0,-2366.0,1247.0,-52.0,10779.0,UBC426,62.5,50.103,1.0559294
1599,UBC_427,71.783,49.035,157.143,2.474,0.072,43,0.999,-2.21,0.289,NN,8.78,1.22,12.48,3130.0,-2881.0,1214.0,135.0,11287.0,UBC427,71.783,49.035,0.5493064
1600,UBC_428,66.793,44.67,158.064,-2.989,0.111,51,1.303,-1.37,0.269,NN,8.38,1.94,12.68,3429.0,-3176.0,1279.0,-178.0,11587.0,UBC428,66.793,44.67,0.6533015
1601,UBC_429,72.578,44.762,160.746,0.125,0.042,29,-0.342,-1.028,0.365,NN,8.48,1.69,12.06,2580.0,-2435.0,850.0,5.0,10809.0,UBC429,72.578,44.762,0.49697182
1602,UBC_430,71.449,41.477,162.744,-2.597,0.125,20,0.158,-1.072,0.274,NN,8.01,1.16,12.48,3129.0,-2985.0,927.0,-141.0,11363.0,UBC430,71.449,41.477,0.30040556
1603,UBC_431,75.222,41.232,164.71,-0.575,0.048,72,0.422,-1.084,0.192,tooRed,,,,,,,,,UBC431,75.222,41.232,0.66499996
1604,UBC_432,79.031,39.518,167.823,0.745,0.054,28,0.323,-1.876,0.327,NN,8.52,1.27,12.32,2904.0,-2838.0,612.0,37.0,11195.0,UBC432,79.031,39.518,0.41279793
1605,UBC_433,87.696,28.724,180.77,0.86,0.048,17,0.3,-0.202,0.183,manual,9.3,1.0,13.4,4786.0,-4785.0,-64.0,71.0,13125.0,UBC433,87.696,28.724,0.4959399
1606,UBC_434,91.045,28.05,182.826,3.074,0.074,31,0.415,-0.98,0.178,NN,8.27,0.75,13.55,5133.0,-5119.0,-252.0,275.0,13461.0,UBC434,91.045,28.05,0.27707425
1607,UBC_435,90.682,25.519,184.873,1.552,0.093,25,-0.095,-1.598,0.275,NN,8.58,0.5,12.57,3268.0,-3255.0,-277.0,88.0,11599.0,UBC435,90.682,25.519,0.32928205
1608,UBC_436,94.897,26.234,186.061,5.216,0.053,30,-0.362,-2.087,0.296,NN,8.75,0.75,12.54,3217.0,-3186.0,-338.0,292.0,11531.0,UBC436,94.897,26.234,0.26043147
1609,UBC_437,89.533,22.036,187.352,-1.103,0.113,32,0.146,-1.912,0.493,NN,7.96,1.22,11.48,1978.0,-1961.0,-253.0,-38.0,10304.0,UBC437,89.533,22.036,0.47924525
1610,UBC_438,94.851,15.287,195.7,0.033,0.097,24,0.155,-0.39,0.207,NN,6.64,2.67,12.79,3605.0,-3471.0,-975.0,2.0,11851.0,UBC438,94.851,15.287,0.61
1611,UBC_439,94.541,10.752,199.561,-2.376,0.094,32,0.417,-0.944,0.303,NN,8.55,0.81,12.43,3056.0,-2878.0,-1022.0,-126.0,11264.0,UBC439,94.541,10.752,0.35
1612,UBC_44,31.11,54.359,133.527,-7.004,0.066,47,-2.215,-0.212,0.36,NN,8.91,0.51,12.19,2737.0,-1871.0,1969.0,-333.0,10399.0,UBC44,31.11,54.359,0.19999999
1613,UBC_440,113.09,6.015,212.193,11.831,0.045,32,-0.961,1.217,0.297,NN,9.01,0.28,12.5,3158.0,-2616.0,-1646.0,647.0,11079.0,UBC440,113.09,6.015,0.0
1614,UBC_441,99.998,-3.613,214.85,-4.189,0.075,34,0.123,-0.443,0.471,NN,8.24,0.84,11.5,1991.0,-1629.0,-1134.0,-145.0,10034.0,UBC441,99.998,-3.613,0.32999998
1615,UBC_442,100.581,-4.624,216.018,-4.123,0.048,33,0.184,-0.22,0.194,NN,9.16,0.7,13.11,4182.0,-3374.0,-2453.0,-300.0,11968.0,UBC442,100.581,-4.624,0.3242768
1616,UBC_443,98.638,-6.818,217.109,-6.839,0.08,48,0.256,0.076,0.298,NN,8.95,0.9,12.51,3171.0,-2511.0,-1899.0,-377.0,11016.0,UBC443,98.638,-6.818,0.255
1617,UBC_444,105.311,-6.837,220.139,-0.953,0.098,26,-1.506,-2.49,0.915,NN,8.69,0.3,10.18,1084.0,-829.0,-699.0,-18.0,9195.0,UBC444,105.311,-6.837,0.17200586
1618,UBC_445,108.501,-6.563,221.355,1.988,0.08,36,-0.916,-1.322,0.347,NN,8.51,0.58,12.2,2751.0,-2063.0,-1816.0,95.0,10561.0,UBC445,108.501,-6.563,0.20499998
1619,UBC_447,106.389,-9.026,222.568,-0.991,0.089,69,-1.089,-0.146,0.373,NN,8.39,1.26,12.14,2673.0,-1968.0,-1808.0,-46.0,10466.0,UBC447,106.389,-9.026,0.40579957
1620,UBC_448,113.508,-8.089,225.04,5.664,0.041,22,-1.429,0.568,0.304,NN,8.46,0.3,12.49,3144.0,-2211.0,-2214.0,310.0,10781.0,UBC448,113.508,-8.089,0.13449651
1621,UBC_449,115.22,-12.892,230.069,4.81,0.036,21,-1.386,1.797,0.294,NN,8.6,0.59,12.51,3171.0,-2028.0,-2423.0,265.0,10647.0,UBC449,115.22,-12.892,0.19523925
1622,UBC_450,110.103,-19.353,233.361,-2.607,0.124,38,-1.844,1.367,0.315,NN,7.84,0.72,12.41,3040.0,-1812.0,-2436.0,-138.0,10440.0,UBC450,110.103,-19.353,0.2765747
1623,UBC_451,100.71,-23.7,233.421,-12.353,0.085,14,-1.158,-0.03,0.517,NN,7.79,0.07,11.37,1882.0,-1095.0,-1476.0,-402.0,9550.0,UBC451,100.71,-23.7,0.04
1624,UBC_452,111.185,-19.225,233.767,-1.644,0.103,24,-1.327,0.652,0.258,NN,9.0,0.7,12.65,3389.0,-2002.0,-2733.0,-97.0,10697.0,UBC452,111.185,-19.225,0.52202857
1625,UBC_453,109.524,-20.295,233.97,-3.5,0.057,43,-0.851,1.624,0.201,NN,8.04,1.45,13.27,4501.0,-2643.0,-3633.0,-274.0,11568.0,UBC453,109.524,-20.295,0.461618
1626,UBC_454,109.278,-20.661,234.189,-3.89,0.058,44,-0.605,1.162,0.286,NN,8.4,0.67,12.58,3278.0,-1913.0,-2652.0,-222.0,10591.0,UBC454,109.278,-20.661,0.32624358
1627,UBC_455,115.386,-17.584,234.249,2.653,0.036,23,-1.943,2.447,0.243,NN,7.12,0.77,12.74,3527.0,-2058.0,-2859.0,163.0,10784.0,UBC455,115.386,-17.584,0.21
1628,UBC_456,110.217,-20.78,234.704,-3.162,0.06,26,-0.869,1.16,0.267,NN,8.03,0.99,12.63,3355.0,-1936.0,-2734.0,-185.0,10633.0,UBC456,110.217,-20.78,0.310831
1629,UBC_457,109.85,-21.407,235.114,-3.763,0.046,35,-1.913,2.482,0.351,NN,7.74,0.84,12.12,2653.0,-1514.0,-2171.0,-174.0,10090.0,UBC457,109.85,-21.407,0.32772705
1630,UBC_458,115.321,-18.699,235.189,2.05,0.032,17,-3.051,2.932,0.224,NN,8.46,0.62,12.72,3505.0,-1999.0,-2876.0,125.0,10732.0,UBC458,115.321,-18.699,0.24681282
1631,UBC_459,115.101,-19.743,235.999,1.339,0.063,30,-1.032,1.072,0.369,NN,9.03,0.86,11.9,2396.0,-1339.0,-1986.0,55.0,9881.0,UBC459,115.101,-19.743,0.31
1632,UBC_46,33.672,57.318,134.018,-3.751,0.144,65,-0.824,-1.151,0.401,NN,8.05,1.35,12.1,2626.0,-1821.0,1884.0,-171.0,10334.0,UBC46,33.672,57.318,0.49385893
1633,UBC_460,113.818,-21.318,236.782,-0.475,0.151,50,-2.0,3.19,0.296,NN,7.51,0.97,12.35,2946.0,-1613.0,-2464.0,-24.0,10254.0,UBC460,113.818,-21.318,0.27653962
1634,UBC_461,119.21,-23.815,241.456,2.605,0.187,72,-2.657,3.113,0.286,NN,7.68,0.45,12.53,3210.0,-1532.0,-2817.0,145.0,10266.0,UBC461,119.21,-23.815,0.246301
1635,UBC_462,118.846,-24.033,241.465,2.183,0.11,8,-2.659,3.041,0.287,NN,7.6,0.0,12.65,3381.0,-1614.0,-2968.0,128.0,10387.0,UBC462,118.846,-24.033,0.12661806
1636,UBC_463,116.554,-26.202,242.26,-0.707,0.042,12,-3.726,3.053,0.447,NN,7.77,0.13,11.53,2027.0,-943.0,-1794.0,-25.0,9455.0,UBC463,116.554,-26.202,0.039595246
1637,UBC_464,113.533,-28.127,242.616,-4.011,0.165,62,-2.852,3.672,0.294,NN,7.15,1.06,12.59,3294.0,-1511.0,-2918.0,-230.0,10274.0,UBC464,113.533,-28.127,0.28354472
1638,UBC_465,118.863,-25.412,242.652,1.455,0.162,78,-2.379,2.7,0.187,NN,7.61,0.68,13.4,4780.0,-2195.0,-4244.0,121.0,11358.0,UBC465,118.863,-25.412,0.21088557
1639,UBC_466,116.362,-27.239,243.074,-1.372,0.036,35,-1.044,2.936,0.169,NN,8.6,1.53,13.32,4609.0,-2086.0,-4109.0,-110.0,11207.0,UBC466,116.362,-27.239,0.45132804
1640,UBC_467,123.177,-25.657,244.924,4.655,0.05,31,-3.054,2.122,0.168,NN,9.16,0.18,13.55,5122.0,-2163.0,-4624.0,415.0,11476.0,UBC467,123.177,-25.657,0.14
1641,UBC_468,116.591,-30.762,246.132,-2.94,0.206,40,-2.389,3.302,0.221,NN,7.04,1.33,13.1,4164.0,-1682.0,-3803.0,-213.0,10720.0,UBC468,116.591,-30.762,0.56390214
1642,UBC_469,116.589,-32.266,247.494,-3.705,0.138,30,-2.243,3.363,0.249,NN,7.82,1.88,12.56,3251.0,-1242.0,-2997.0,-210.0,10040.0,UBC469,116.589,-32.266,
1643,UBC_47,41.996,63.789,135.378,3.77,0.051,24,1.192,-1.103,0.647,NN,8.39,2.24,10.9,1514.0,-1075.0,1061.0,99.0,9475.0,UBC47,41.996,63.789,0.715
1644,UBC_470,121.799,-30.88,248.653,0.796,0.063,22,-2.654,3.174,0.251,NN,7.51,0.86,13.02,4012.0,-1460.0,-3736.0,55.0,10488.0,UBC470,121.799,-30.88,0.15567218
1645,UBC_471,121.561,-33.053,250.377,-0.548,0.084,49,-2.828,3.775,0.193,NN,8.85,0.91,13.21,4389.0,-1473.0,-4134.0,-41.0,10649.0,UBC471,121.561,-33.053,
1646,UBC_472,120.76,-35.07,251.721,-2.185,0.05,32,-1.204,1.334,0.485,NN,9.33,1.58,11.48,1977.0,-619.0,-1876.0,-75.0,9154.0,UBC472,120.76,-35.07,
1647,UBC_473,122.648,-34.297,251.916,-0.46,0.025,24,-2.637,2.567,0.168,NN,8.87,0.78,13.27,4498.0,-1396.0,-4276.0,-36.0,10634.0,UBC473,122.648,-34.297,
1648,UBC_474,124.866,-33.216,252.035,1.678,0.122,66,-2.692,3.26,0.162,NN,8.87,0.54,13.49,4990.0,-1538.0,-4745.0,146.0,10959.0,UBC474,124.866,-33.216,
1649,UBC_475,123.892,-33.904,252.147,0.607,0.031,19,-2.879,2.907,0.488,NN,7.6,0.65,11.51,2004.0,-614.0,-1907.0,21.0,9155.0,UBC475,123.892,-33.904,
1650,UBC_476,126.579,-33.835,253.364,2.485,0.061,54,-3.113,2.691,0.203,NN,7.94,1.0,13.05,4071.0,-1164.0,-3897.0,176.0,10272.0,UBC476,126.579,-33.835,
1651,UBC_478,119.399,-44.648,259.401,-8.063,0.087,45,-2.615,5.924,0.321,NN,9.13,0.47,12.28,2859.0,-520.0,-2782.0,-401.0,9287.0,UBC478,119.399,-44.648,
1652,UBC_479,124.338,-42.582,259.556,-3.928,0.117,33,-4.814,5.119,0.648,NN,7.31,0.7,10.84,1473.0,-266.0,-1446.0,-100.0,8727.0,UBC479,124.338,-42.582,
1653,UBC_480,119.954,-50.636,264.864,-10.761,0.094,13,-5.373,5.67,2.077,NN,8.32,0.08,8.41,481.0,-42.0,-471.0,-89.0,8395.0,UBC480,119.954,-50.636,
1654,UBC_482,131.14,-45.951,265.118,-1.976,0.194,97,-5.155,4.977,0.446,NN,7.43,0.88,11.76,2245.0,-190.0,-2236.0,-77.0,8819.0,UBC482,131.14,-45.951,
1655,UBC_483,133.744,-47.42,267.408,-1.531,0.069,11,-5.074,4.415,0.521,notEnoughStars,,,,,,,,,UBC483,133.744,-47.42,
1656,UBC_486,139.738,-50.555,272.392,-0.748,0.086,33,-8.19,6.933,0.659,NN,7.82,0.87,10.86,1483.0,61.0,-1481.0,-19.0,8409.0,UBC486,139.7381,-50.555,
1657,UBC_487,139.691,-51.6,273.101,-1.469,0.062,36,-5.812,4.14,0.499,NN,7.42,1.39,11.31,1826.0,98.0,-1822.0,-46.0,8440.0,UBC487,139.691,-51.6,
1658,UBC_488,139.767,-53.576,274.547,-2.84,0.024,27,-4.349,4.157,0.121,NN,8.28,1.75,13.66,5400.0,427.0,-5376.0,-267.0,9566.0,UBC488,139.767,-53.576,
1659,UBC_489,141.158,-53.069,274.784,-1.881,0.124,81,-4.954,3.807,0.324,NN,7.02,1.31,12.23,2792.0,232.0,-2780.0,-91.0,8570.0,UBC489,141.158,-53.069,
1660,UBC_49,60.217,59.198,145.141,4.758,0.067,47,-1.786,-1.302,0.344,NN,9.42,1.84,12.22,2774.0,-2268.0,1580.0,230.0,10726.0,UBC49,60.217,59.198,0.58362126
1661,UBC_490,140.563,-53.872,275.071,-2.702,0.094,47,-4.397,4.029,0.337,NN,7.6,1.27,12.19,2743.0,242.0,-2729.0,-129.0,8545.0,UBC490,140.563,-53.872,
1662,UBC_491,142.884,-53.001,275.481,-1.127,0.13,84,-4.393,3.322,0.245,NN,8.26,2.01,12.87,3755.0,358.0,-3737.0,-73.0,8813.0,UBC491,142.884,-53.001,
1663,UBC_492,148.736,-50.951,276.885,2.775,0.083,29,-6.86,4.997,0.39,NN,7.77,1.26,12.1,2627.0,314.0,-2605.0,127.0,8437.0,UBC492,148.736,-50.951,
1664,UBC_493,141.18,-57.341,277.793,-4.939,0.123,25,-7.442,5.693,0.565,NN,8.96,0.55,11.24,1772.0,239.0,-1749.0,-152.0,8287.0,UBC493,141.1801,-57.341,
1665,UBC_494,143.863,-57.313,278.825,-3.932,0.05,45,-5.181,3.687,0.227,NN,8.84,1.79,12.74,3524.0,539.0,-3474.0,-241.0,8539.0,UBC494,143.863,-57.313,
1666,UBC_495,144.977,-57.294,279.246,-3.507,0.055,48,-4.77,3.773,0.222,NN,8.61,1.22,12.88,3773.0,605.0,-3717.0,-230.0,8581.0,UBC495,144.977,-57.294,
1667,UBC_496,159.693,-54.247,284.259,3.779,0.114,21,-7.889,1.45,0.571,NN,7.88,0.37,11.09,1651.0,405.0,-1596.0,108.0,8093.0,UBC496,159.6931,-54.247,
1668,UBC_497,158.003,-57.01,284.801,0.87,0.048,67,-9.69,4.373,0.522,tooRed,,,,,,,,,UBC497,158.0031,-57.01,
1669,UBC_498,155.086,-59.657,284.904,-2.199,0.049,31,-6.024,2.842,0.295,NN,8.61,0.84,12.33,2924.0,751.0,-2823.0,-112.0,8096.0,UBC498,155.0861,-59.657,
1670,UBC_499,158.639,-59.752,286.476,-1.35,0.096,24,-6.543,2.81,0.396,NN,7.72,0.76,11.86,2349.0,666.0,-2252.0,-55.0,7997.0,UBC499,158.6391,-59.752,
1671,UBC_5,238.548,-47.74,331.799,4.625,0.382,29,-6.695,-4.225,1.785,NN,8.3,0.26,8.71,551.0,484.0,-259.0,44.0,7859.0,UBC5,238.548,-47.74,
1672,UBC_500,162.663,-55.845,286.523,3.152,0.103,29,-7.308,3.001,0.37,NN,8.4,1.03,12.05,2575.0,731.0,-2465.0,141.0,7998.0,UBC500,162.6631,-55.845,
1673,UBC_502,159.583,-59.54,286.771,-0.918,0.069,28,-5.712,2.068,0.541,NN,8.6,0.51,11.24,1767.0,509.0,-1692.0,-28.0,8010.0,UBC502,159.583,-59.54,
1674,UBC_503,156.274,-62.321,286.807,-4.117,0.064,21,-7.424,5.209,0.464,NN,9.19,0.54,11.62,2108.0,608.0,-2013.0,-151.0,7989.0,UBC503,156.2741,-62.321,
1675,UBC_504,159.738,-61.099,287.609,-2.231,0.045,33,-5.743,2.921,0.174,NN,7.05,1.15,13.42,4824.0,1458.0,-4595.0,-187.0,8274.0,UBC504,159.7381,-61.099,
1676,UBC_505,160.939,-60.107,287.66,-1.078,0.059,34,-5.926,2.205,0.295,NN,8.78,0.28,12.73,3511.0,1065.0,-3345.0,-66.0,8007.0,UBC505,160.9391,-60.107,
1677,UBC_506,159.233,-62.035,287.849,-3.166,0.055,35,-6.166,3.413,0.299,NN,8.43,0.79,12.66,3399.0,1040.0,-3231.0,-187.0,7982.0,UBC506,159.2331,-62.035,
1678,UBC_507,162.594,-61.437,288.981,-1.891,0.035,25,-6.457,2.929,0.145,NN,8.22,1.05,13.38,4731.0,1538.0,-4471.0,-156.0,8140.0,UBC507,162.5941,-61.437,
1679,UBC_508,164.106,-60.489,289.217,-0.714,0.041,63,-5.194,2.28,0.138,NN,9.08,1.62,13.3,4581.0,1507.0,-4325.0,-57.0,8086.0,UBC508,164.106,-60.489,
1680,UBC_509,164.064,-61.089,289.476,-1.248,0.063,25,-6.586,2.363,0.287,NN,8.77,0.57,12.67,3420.0,1140.0,-3223.0,-74.0,7888.0,UBC509,164.0641,-61.089,
1681,UBC_51,59.648,52.56,149.233,-0.482,0.148,34,-0.279,-1.275,0.879,NN,7.0,0.79,10.11,1051.0,-903.0,537.0,-8.0,9258.0,UBC51,59.648,52.56,0.4179616
1682,UBC_510,163.234,-62.747,289.829,-2.919,0.038,24,-5.675,2.08,0.18,NN,7.19,1.48,13.22,4395.0,1489.0,-4129.0,-223.0,7999.0,UBC510,163.2341,-62.747,
1683,UBC_511,151.935,-70.747,290.178,-12.045,0.109,35,-6.671,6.191,0.749,NN,8.73,0.39,10.53,1273.0,429.0,-1169.0,-265.0,7996.0,UBC511,151.9351,-70.747,
1684,UBC_512,166.386,-60.466,290.248,-0.229,0.091,114,-6.246,1.919,0.209,NN,8.47,0.81,12.71,3488.0,1207.0,-3272.0,-13.0,7847.0,UBC512,166.3861,-60.466,
1685,UBC_513,171.342,-61.446,292.834,-0.269,0.038,16,-5.616,0.539,0.364,NN,8.31,0.93,12.07,2599.0,1008.0,-2395.0,-12.0,7712.0,UBC513,171.3421,-61.446,
1686,UBC_514,158.561,-73.324,293.35,-13.07,0.174,26,-6.926,1.087,0.504,manual,9.35,0.73,11.34,1850.0,714.0,-1654.0,-418.0,7803.0,UBC514,158.5611,-73.324,
1687,UBC_515,179.311,-62.968,296.822,-0.738,0.075,30,-6.147,0.691,0.239,NN,6.91,1.53,12.77,3580.0,1615.0,-3195.0,-46.0,7444.0,UBC515,179.3111,-62.968,
1688,UBC_516,182.541,-62.33,298.16,0.157,0.038,24,-4.784,0.49,0.272,NN,8.46,1.37,12.52,3186.0,1503.0,-2809.0,8.0,7390.0,UBC516,182.541,-62.33,
1689,UBC_517,182.482,-63.791,298.372,-1.296,0.148,53,-5.685,0.008,0.392,NN,7.35,0.77,11.85,2348.0,1115.0,-2065.0,-53.0,7513.0,UBC517,182.4821,-63.791,
1690,UBC_518,184.56,-62.969,299.179,-0.346,0.055,21,-5.564,0.091,0.265,NN,7.48,1.61,12.66,3404.0,1659.0,-2972.0,-20.0,7311.0,UBC518,184.5601,-62.969,
1691,UBC_519,185.454,-60.4,299.275,2.262,0.06,27,-5.635,0.905,0.299,NN,8.81,1.45,12.19,2746.0,1342.0,-2394.0,108.0,7396.0,UBC519,185.454,-60.4,
1692,UBC_52,64.728,52.344,151.663,1.449,0.076,32,-0.868,0.616,0.401,NN,9.01,1.56,11.73,2215.0,-1949.0,1051.0,56.0,10342.0,UBC52,64.728,52.344,0.5203737
1693,UBC_520,186.083,-66.672,300.245,-3.94,0.051,25,-4.872,-0.095,0.492,manual,8.9,1.23,11.35,1866.0,937.0,-1608.0,-128.0,7574.0,UBC520,186.0831,-66.672,
1694,UBC_521,187.576,-64.16,300.632,-1.381,0.067,45,-8.453,-0.851,0.322,NN,8.97,1.66,12.07,2594.0,1321.0,-2232.0,-62.0,7364.0,UBC521,187.5761,-64.16,
1695,UBC_522,190.822,-61.627,301.962,1.231,0.11,57,-4.447,-1.154,0.396,NN,7.18,2.22,11.93,2435.0,1289.0,-2066.0,52.0,7347.0,UBC522,190.822,-61.627,
1696,UBC_523,191.63,-66.205,302.435,-3.339,0.032,18,-5.078,0.033,0.311,NN,8.22,1.56,12.62,3337.0,1786.0,-2811.0,-194.0,7130.0,UBC523,191.6301,-66.205,
1697,UBC_524,192.623,-60.996,302.818,1.875,0.053,43,-6.534,-0.832,0.267,NN,8.92,1.07,12.42,3046.0,1650.0,-2558.0,99.0,7162.0,UBC524,192.6231,-60.996,
1698,UBC_525,196.023,-63.941,304.322,-1.102,0.1,54,-4.202,-1.219,0.436,NN,7.07,2.26,11.79,2279.0,1285.0,-1882.0,-43.0,7301.0,UBC525,196.023,-63.941,
1699,UBC_526,199.664,-62.523,306.065,0.182,0.074,17,-4.158,-1.833,0.452,NN,7.26,1.46,11.47,1969.0,1159.0,-1591.0,6.0,7355.0,UBC526,199.664,-62.523,
1700,UBC_527,204.529,-66.651,307.548,-4.198,0.056,33,-7.503,-2.654,0.553,NN,8.4,0.79,11.14,1687.0,1025.0,-1334.0,-123.0,7434.0,UBC527,204.5291,-66.651,
1701,UBC_528,204.627,-61.607,308.491,0.755,0.067,30,-4.819,-1.793,0.252,NN,9.43,0.83,12.9,3795.0,2361.0,-2970.0,49.0,6675.0,UBC528,204.627,-61.607,
1702,UBC_529,205.412,-61.922,308.807,0.375,0.073,119,-7.326,-2.563,0.285,NN,8.22,2.6,12.29,2875.0,1802.0,-2240.0,18.0,6911.0,UBC529,205.4121,-61.922,
1703,UBC_53,59.821,47.395,152.68,-4.333,0.057,47,0.666,-2.965,0.6,NN,8.68,1.67,11.14,1692.0,-1499.0,774.0,-127.0,9870.0,UBC53,59.821,47.395,0.5763601
1704,UBC_531,211.837,-63.076,311.408,-1.458,0.062,32,-5.216,-2.916,0.349,NN,7.91,1.64,12.15,2691.0,1779.0,-2018.0,-68.0,6863.0,UBC531,211.837,-63.076,
1705,UBC_532,226.476,-62.239,317.9,-3.344,0.052,16,-2.409,-3.214,0.485,NN,7.56,2.62,11.54,2035.0,1507.0,-1362.0,-118.0,6967.0,UBC532,226.476,-62.239,
1706,UBC_533,230.274,-53.179,324.338,3.361,0.087,23,-1.69,-1.345,0.791,NN,7.95,0.75,10.44,1226.0,994.0,-713.0,71.0,7379.0,UBC533,230.274,-53.179,
1707,UBC_534,238.697,-57.868,325.376,-3.234,0.102,25,-1.443,-3.598,0.565,NN,7.92,0.95,11.06,1626.0,1336.0,-922.0,-91.0,7064.0,UBC534,238.697,-57.868,
1708,UBC_535,237.584,-56.758,325.616,-1.989,0.05,28,-3.938,-4.544,0.3,NN,7.25,2.16,12.28,2862.0,2361.0,-1615.0,-99.0,6193.0,UBC535,237.584,-56.758,
1709,UBC_536,237.68,-55.632,326.405,-1.134,0.079,21,-3.355,-4.77,0.498,NN,7.51,2.96,11.49,1982.0,1650.0,-1096.0,-39.0,6778.0,UBC536,237.68,-55.632,
1710,UBC_537,242.896,-53.037,330.378,-1.188,0.045,64,-2.435,-2.018,0.29,NN,9.34,0.69,12.6,3316.0,2882.0,-1638.0,-68.0,5698.0,UBC537,242.896,-53.037,
1711,UBC_538,242.592,-52.339,330.724,-0.537,0.065,122,-2.895,-4.245,0.322,NN,8.8,2.67,12.21,2772.0,2417.0,-1355.0,-26.0,6075.0,UBC538,242.592,-52.339,
1712,UBC_539,243.053,-51.471,331.516,-0.126,0.087,26,-1.617,-1.936,0.418,NN,7.73,1.58,11.91,2404.0,2113.0,-1146.0,-5.0,6331.0,UBC539,243.053,-51.471,
1713,UBC_54,64.747,46.453,155.799,-2.748,0.178,143,3.32,-3.758,0.879,NN,8.4,0.98,10.22,1105.0,-1006.0,452.0,-52.0,9357.0,UBC54,64.747,46.453,0.3273449
1714,UBC_540,243.758,-51.688,331.678,-0.567,0.098,78,-3.567,-4.015,0.303,NN,7.64,2.24,12.26,2828.0,2489.0,-1341.0,-28.0,6002.0,UBC540,243.758,-51.688,
1715,UBC_541,243.015,-50.188,332.381,0.843,0.088,61,-2.688,-2.785,0.391,NN,7.34,2.78,11.82,2309.0,2046.0,-1070.0,33.0,6384.0,UBC541,243.015,-50.188,
1716,UBC_542,244.575,-49.487,333.585,0.661,0.067,52,-0.38,-1.326,0.554,NN,8.1,1.84,11.25,1777.0,1591.0,-790.0,20.0,6794.0,UBC542,244.575,-49.487,
1717,UBC_545,248.527,-48.881,335.816,-0.784,0.075,37,-1.095,-2.721,0.332,NN,7.55,2.13,12.05,2575.0,2348.0,-1054.0,-35.0,6083.0,UBC545,248.527,-48.881,
1718,UBC_546,253.687,-48.459,338.377,-3.067,0.104,23,-1.276,-2.691,0.496,NN,8.53,2.17,11.27,1796.0,1667.0,-660.0,-96.0,6705.0,UBC546,253.687,-48.459,
1719,UBC_547,251.64,-47.103,338.54,-1.15,0.18,175,-0.744,-2.007,0.312,NN,7.18,1.63,12.18,2726.0,2536.0,-997.0,-54.0,5888.0,UBC547,251.64,-47.103,
1720,UBC_548,250.353,-46.11,338.718,0.175,0.069,34,-2.116,-3.884,0.407,NN,8.62,2.27,11.88,2379.0,2217.0,-863.0,7.0,6183.0,UBC548,250.353,-46.11,
1721,UBC_549,252.156,-46.965,338.862,-1.312,0.063,20,-0.807,-1.925,0.311,NN,7.93,1.92,12.31,2895.0,2700.0,-1044.0,-66.0,5735.0,UBC549,252.156,-46.965,
1722,UBC_55,66.364,46.122,156.823,-2.19,0.143,56,-1.067,-2.604,1.079,NN,7.53,1.38,9.76,896.0,-823.0,352.0,-34.0,9170.0,UBC55,66.364,46.122,0.3404616
1723,UBC_550,252.65,-45.07,340.539,-0.373,0.051,39,-2.564,-4.136,0.37,NN,7.67,2.42,12.07,2589.0,2441.0,-862.0,-16.0,5961.0,UBC550,252.65,-45.07,
1724,UBC_552,254.724,-42.06,343.826,0.378,0.08,39,-0.162,-0.387,0.355,NN,7.05,3.19,11.94,2446.0,2350.0,-681.0,16.0,6028.0,UBC552,254.724,-42.06,
1725,UBC_553,253.51,-41.271,343.871,1.556,0.103,38,-0.551,-1.811,0.581,NN,7.12,1.36,11.0,1583.0,1520.0,-439.0,42.0,6833.0,UBC553,253.51,-41.271,
1726,UBC_554,256.116,-41.67,344.778,-0.237,0.071,40,-0.594,-0.899,0.527,NN,7.78,2.17,11.28,1801.0,1738.0,-473.0,-7.0,6618.0,UBC554,256.116,-41.67,
1727,UBC_555,256.582,-41.582,345.051,-0.453,0.034,25,-0.684,-0.511,0.556,NN,8.72,2.54,11.11,1667.0,1611.0,-430.0,-13.0,6742.0,UBC555,256.582,-41.582,
