Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs,E(B-V)
552,Gulliver_50,181.362,-62.678,297.682,-0.275,0.106,62,-7.204,1.663,0.514,NN,7.61,0.94,11.19,1731.0,804.0,-1533.0,-8.0,7690.0,ClGulliver50,181.3621,-62.678,
553,Gulliver_51,30.335,63.801,130.555,1.968,0.075,39,-4.892,-0.149,0.647,NN,8.56,1.42,10.93,1536.0,-998.0,1166.0,52.0,9410.0,ClGulliver51,30.335,63.801,0.435
554,Gulliver_52,161.669,-59.508,287.696,-0.378,0.153,47,-4.755,1.47,0.396,NN,8.68,1.04,11.97,2482.0,754.0,-2364.0,-16.0,7945.0,ClGulliver52,161.669,-59.508,
555,Gulliver_53,80.975,34.012,173.226,-1.141,0.123,23,0.401,-2.837,0.384,NN,8.11,0.96,11.93,2434.0,-2417.0,287.0,-48.0,10760.0,ClGulliver53,80.975,34.012,0.40226412
556,Gulliver_54,81.297,33.688,173.645,-1.103,0.102,30,-0.595,-7.299,0.791,NN,8.45,0.4,10.38,1190.0,-1182.0,131.0,-22.0,9523.0,ClGulliver54,81.297,33.688,0.175
557,Gulliver_55,297.833,18.661,56.348,-4.127,0.085,23,-2.043,-2.53,0.369,manual,9.3,0.92,11.87,2369.0,1309.0,1967.0,-170.0,7300.0,ClGulliver55,297.833,18.661,0.17
558,Gulliver_56,95.38,26.909,185.664,5.915,0.071,18,0.534,-3.24,0.458,NN,8.61,0.44,11.58,2074.0,-2053.0,-203.0,213.0,10395.0,ClGulliver56,95.38,26.909,0.13499999
559,Gulliver_57,141.203,-48.075,271.313,1.699,0.11,94,-6.737,4.085,0.701,NN,8.64,2.21,10.74,1403.0,32.0,-1402.0,41.0,8425.0,ClGulliver57,141.203,-48.075,
560,Gulliver_58,191.515,-61.965,302.3,0.9,0.074,196,-3.592,-0.353,0.398,NN,8.82,2.76,11.97,2478.0,1324.0,-2094.0,38.0,7321.0,ClGulliver58,191.515,-61.965,
561,Gulliver_59,195.721,-64.6,304.16,-1.756,0.172,67,-2.408,-1.053,0.434,NN,8.22,1.14,11.71,2199.0,1234.0,-1819.0,-67.0,7334.0,ClGulliver59,195.721,-64.6,
562,Gulliver_6,83.278,-1.652,205.246,-18.138,0.517,318,-0.007,-0.207,2.367,NN,7.22,0.25,8.03,403.0,-346.0,-163.0,-125.0,8688.0,ClGulliver6,83.278,-1.652,0.15
563,Gulliver_60,303.436,29.672,68.413,-2.639,0.109,117,1.752,0.219,0.899,NN,7.97,1.01,10.13,1063.0,390.0,987.0,-48.0,8010.0,ClGulliver60,303.436,29.672,0.4002131
564,Gulliver_7,141.746,-55.127,276.463,-3.132,0.034,56,-3.547,3.108,0.084,NN,8.68,1.5,13.71,5523.0,620.0,-5480.0,-301.0,9466.0,ClGulliver7,141.746,-55.127,
565,Gulliver_8,80.56,33.792,173.213,-1.549,0.102,29,-0.156,-2.982,0.872,NN,7.33,0.52,10.28,1137.0,-1128.0,134.0,-30.0,9469.0,ClGulliver8,80.56,33.792,0.27615207
566,Gulliver_9,126.998,-47.929,265.037,-5.429,0.969,252,-5.992,6.915,1.985,manual,7.25,0.42,8.74,559.0,-48.0,-555.0,-52.0,8406.0,ClGulliver9,126.998,-47.929,
567,Haffner_10,112.156,-15.364,230.804,1.021,0.029,163,-1.144,1.557,0.259,NN,9.58,1.35,12.66,3409.0,-2154.0,-2641.0,60.0,10821.0,ClHaffner10,112.156,-15.364,0.525
568,Haffner_11,113.855,-27.708,242.388,-3.539,0.048,140,-1.465,3.149,0.138,NN,8.97,1.56,13.74,5605.0,-2593.0,-4957.0,-346.0,12004.0,ClHaffner11,113.855,-27.708,0.53999996
569,Haffner_13,115.209,-30.073,245.035,-3.656,0.327,197,-6.184,5.879,1.742,NN,7.31,0.0,8.75,562.0,-236.0,-508.0,-35.0,8591.0,ClHaffner13,115.209,-30.073,0.11989453
570,Haffner_14,116.182,-28.384,243.987,-2.082,0.081,162,-1.821,1.728,0.226,NN,8.46,1.52,13.07,4108.0,-1800.0,-3689.0,-149.0,10790.0,ClHaffner14,116.182,-28.384,0.515
571,Haffner_15,116.38,-32.846,247.946,-4.158,0.031,151,-2.154,3.289,0.238,NN,7.41,3.13,12.91,3811.0,-1427.0,-3523.0,-276.0,10383.0,ClHaffner15,116.38,-32.846,
572,Haffner_16,117.586,-25.458,242.091,0.473,0.031,83,-2.811,2.991,0.293,NN,7.92,0.38,12.56,3244.0,-1518.0,-2867.0,26.0,10267.0,ClHaffner16,117.586,-25.458,0.08499999
573,Haffner_17,117.899,-31.812,247.699,-2.529,0.027,98,-1.195,1.859,0.247,NN,8.1,2.99,12.61,3331.0,-1263.0,-3079.0,-147.0,10084.0,ClHaffner17,117.899,-31.812,
574,Haffner_18,118.168,-26.387,243.157,0.449,0.032,62,-2.548,2.67,0.185,NN,7.15,1.52,13.53,5083.0,-2295.0,-4535.0,39.0,11561.0,ClHaffner18,118.168,-26.387,0.945
575,Haffner_19,118.193,-26.274,243.071,0.526,0.017,39,-2.494,2.507,0.169,NN,7.56,0.8,13.69,5472.0,-2478.0,-4878.0,50.0,11867.0,ClHaffner19,118.193,-26.274,0.5810337
576,Haffner_20,119.061,-30.369,246.974,-0.933,0.017,44,-2.294,3.407,0.178,NN,8.29,1.8,13.19,4341.0,-1698.0,-3995.0,-70.0,10804.0,ClHaffner20,119.061,-30.369,0.62
577,Haffner_21,120.288,-27.212,244.846,1.636,0.029,58,-1.432,1.563,0.286,NN,8.43,0.59,12.49,3143.0,-1335.0,-2843.0,89.0,10084.0,ClHaffner21,120.288,-27.212,0.093406625
578,Haffner_22,123.108,-27.913,246.783,3.366,0.078,146,-1.638,2.878,0.329,NN,9.39,0.33,12.24,2802.0,-1102.0,-2571.0,164.0,9786.0,ClHaffner22,123.108,-27.913,0.09398725
579,Haffner_23,107.389,-16.866,229.987,-3.729,0.117,49,-0.526,-0.077,0.448,NN,8.5,0.66,11.55,2042.0,-1310.0,-1560.0,-132.0,9775.0,ClHaffner23,107.389,-16.866,0.15
580,Haffner_26,123.911,-30.851,249.623,2.328,0.066,52,-1.588,2.37,0.303,NN,8.73,0.46,12.23,2788.0,-970.0,-2612.0,113.0,9669.0,ClHaffner26,123.911,-30.851,0.145
581,Haffner_3,106.027,-6.133,219.831,0.01,0.042,29,-1.179,-0.906,0.379,NN,8.77,0.79,12.0,2511.0,-1928.0,-1608.0,0.0,10394.0,ClHaffner3,106.027,-6.133,0.38469344
582,Haffner_4,106.512,-15.002,227.939,-3.627,0.024,57,-0.417,0.904,0.223,NN,8.66,1.05,13.52,5051.0,-3377.0,-3742.0,-319.0,12300.0,ClHaffner4,106.512,-15.002,0.48135096
583,Haffner_5,109.493,-22.66,236.059,-4.635,0.06,180,0.965,-4.06,0.571,NN,9.67,0.76,11.14,1692.0,-942.0,-1399.0,-136.0,9387.0,ClHaffner5,109.493,-22.66,0.21704021
584,Haffner_6,109.998,-13.151,227.864,0.226,0.049,154,-1.22,1.96,0.204,NN,8.79,1.36,13.25,4466.0,-2996.0,-3311.0,17.0,11810.0,ClHaffner6,109.998,-13.151,0.56496745
585,Haffner_7,110.734,-29.502,242.677,-6.801,0.032,76,-1.541,2.966,0.199,NN,8.94,0.47,13.19,4350.0,-1983.0,-3838.0,-515.0,11013.0,ClHaffner7,110.734,-29.502,0.19
586,Haffner_8,110.777,-12.31,227.479,1.293,0.04,93,-1.626,0.446,0.314,NN,8.38,1.16,12.39,3009.0,-2033.0,-2217.0,67.0,10608.0,ClHaffner8,110.777,-12.31,0.3784222
587,Haffner_9,111.175,-17.001,231.795,-0.586,0.035,126,-0.832,0.424,0.337,NN,8.58,1.38,12.32,2906.0,-1797.0,-2283.0,-29.0,10391.0,ClHaffner9,111.175,-17.001,0.61520505
588,Harvard_10,244.859,-54.957,329.885,-3.365,0.354,153,-1.919,-10.577,1.418,NN,8.3,0.45,9.28,716.0,618.0,-358.0,-42.0,7729.0,ClHarvard10,244.859,-54.957,
589,Harvard_13,255.999,-48.09,339.615,-4.056,0.078,32,-2.766,-7.19,0.807,NN,8.93,1.43,10.58,1308.0,1223.0,-454.0,-92.0,7131.0,ClHarvard13,255.999,-48.09,
590,Harvard_16,262.781,-36.813,351.718,-1.64,0.132,347,-0.636,-0.778,0.623,NN,7.86,2.42,11.01,1591.0,1574.0,-229.0,-45.0,6769.0,ClHarvard16,262.781,-36.813,
591,Harvard_20,298.321,18.345,56.312,-4.686,0.079,36,-1.732,-4.447,0.461,NN,8.16,0.51,11.39,1898.0,1049.0,1574.0,-155.0,7458.0,ClHarvard20,298.321,18.345,0.17065924
592,Havlen_Moffat_1,259.752,-38.817,348.715,-0.784,0.019,25,-1.047,-2.552,0.211,tooRed,,,,,,,,,ClHM1,259.752,-38.817,
593,Hogg_10,167.663,-60.385,290.788,0.088,0.032,11,-6.201,1.754,0.382,notEnoughStars,,,,,,,,,ClHogg10,167.6631,-60.385,
594,Hogg_15,190.906,-63.101,302.048,-0.242,0.064,72,-6.018,-0.461,0.266,NN,6.34,3.4,12.4,3020.0,1602.0,-2560.0,-12.0,7207.0,ClHogg15,190.9061,-63.101,
595,Hogg_17,218.459,-61.326,314.899,-0.856,0.059,41,-5.201,-2.433,0.407,NN,8.17,1.8,11.79,2277.0,1607.0,-1613.0,-34.0,6923.0,ClHogg17,218.459,-61.326,
596,Hogg_18,222.716,-52.271,320.784,6.413,0.067,25,-1.808,-2.317,0.564,NN,8.42,1.21,11.22,1756.0,1352.0,-1103.0,196.0,7074.0,ClHogg18,222.716,-52.271,
597,Hogg_19,247.236,-49.11,335.08,-0.308,0.046,34,-2.05,-3.125,0.369,NN,7.27,2.14,12.04,2558.0,2319.0,-1077.0,-13.0,6115.0,ClHogg19,247.236,-49.11,
598,Hogg_21,251.414,-47.747,337.95,-1.45,0.045,27,-0.937,-2.206,0.366,NN,7.95,1.54,12.16,2703.0,2504.0,-1014.0,-68.0,5922.0,ClHogg21,251.414,-47.747,
599,Hogg_4,149.424,-54.612,279.469,0.144,0.077,226,-5.022,4.484,0.21,NN,9.17,1.04,13.02,4025.0,662.0,-3970.0,10.0,8643.0,ClHogg4,149.424,-54.612,
600,IC_1311,302.697,41.177,77.705,4.18,0.039,449,-3.364,-5.047,0.124,NN,8.96,1.34,13.95,6167.0,1309.0,6009.0,449.0,9248.0,IC1311,302.697,41.177,0.46610352
601,IC_1369,318.033,47.77,89.606,-0.398,0.043,185,-4.644,-5.609,0.262,NN,8.46,2.11,12.59,3301.0,22.0,3301.0,-22.0,8948.0,IC1369,318.033,47.77,0.7247492
602,IC_1396,324.745,57.514,99.309,3.755,0.297,403,-2.355,-4.495,1.066,NN,7.08,1.59,9.79,905.0,-146.0,891.0,59.0,8532.0,IC1396,324.745,57.514,0.55999994
603,IC_1434,332.625,52.858,99.951,-2.679,0.091,231,-3.904,-3.328,0.278,NN,8.44,0.58,12.71,3481.0,-600.0,3424.0,-162.0,9574.0,IC1434,332.625,52.858,0.3583408
604,IC_1442,333.978,53.995,101.258,-2.199,0.115,95,-3.341,-3.283,0.259,NN,7.29,1.17,12.65,3386.0,-660.0,3318.0,-129.0,9593.0,IC1442,333.978,53.995,0.36874956
605,IC_1590,13.205,56.629,123.123,-6.242,0.055,97,-2.368,-1.449,0.339,NN,6.79,1.13,12.37,2980.0,-1618.0,2481.0,-324.0,10263.0,IC1590,13.205,56.629,0.32484323
606,IC_166,28.094,61.857,130.052,-0.169,0.06,699,-1.439,1.126,0.175,NN,9.12,2.47,13.62,5285.0,-3401.0,4045.0,-15.0,12418.0,IC166,28.094,61.857,0.77843595
607,IC_1805,38.21,61.471,134.733,0.945,0.111,106,-0.702,-0.669,0.449,NN,6.88,2.22,11.47,1964.0,-1382.0,1395.0,32.0,9821.0,IC1805,38.21,61.471,0.7795132
608,IC_1848,42.855,60.419,137.222,0.919,0.2,279,-0.372,-0.315,0.415,NN,7.2,1.75,11.9,2398.0,-1760.0,1628.0,38.0,10230.0,IC1848,42.855,60.419,0.67499995
609,IC_2157,91.183,24.091,186.34,1.243,0.047,35,0.959,-2.982,0.448,NN,8.18,1.1,11.53,2020.0,-2007.0,-223.0,43.0,10349.0,IC2157,91.183,24.091,0.33607027
610,IC_2391,130.292,-52.991,270.386,-6.737,0.814,222,-24.644,23.316,6.582,NN,7.46,0.04,5.86,148.0,0.0,-147.0,-17.0,8340.0,IC2391,130.2922,-52.9911,
611,IC_2395,130.531,-48.09,266.58,-3.627,0.209,291,-4.464,3.293,1.379,NN,7.31,0.51,9.23,702.0,-41.0,-699.0,-44.0,8410.0,IC2395,130.531,-48.09,
612,IC_2488,141.857,-57.004,277.812,-4.442,0.22,404,-7.761,5.698,0.718,NN,8.21,0.67,10.61,1323.0,179.0,-1307.0,-102.0,8264.0,IC2488,141.8571,-57.004,
613,IC_2581,156.867,-57.626,284.591,0.025,0.059,103,-7.275,3.594,0.352,NN,7.01,1.17,12.02,2535.0,638.0,-2454.0,1.0,8082.0,IC2581,156.8671,-57.626,
614,IC_2602,160.613,-64.426,289.565,-4.955,1.449,311,-17.582,10.7,6.561,NN,7.56,0.03,5.87,149.0,49.0,-140.0,-12.0,8291.0,IC2602,160.6132,-64.426,
615,IC_2714,169.373,-62.719,292.401,-1.784,0.171,888,-7.597,2.639,0.719,NN,8.72,0.95,10.67,1360.0,518.0,-1257.0,-42.0,7922.0,IC2714,169.3731,-62.719,
616,IC_2948,174.822,-63.44,294.97,-1.689,0.105,51,-5.968,0.647,0.388,NN,6.81,1.16,12.0,2508.0,1058.0,-2273.0,-73.0,7628.0,IC2948,174.8221,-63.44,
617,IC_348,56.132,32.159,160.486,-17.81,0.096,139,4.483,-6.447,3.079,NN,7.07,1.91,7.64,337.0,-303.0,107.0,-103.0,8643.0,IC348,56.132,32.159,2.0949998
618,IC_361,64.736,58.252,147.512,5.662,0.068,470,1.721,-1.139,0.227,NN,8.91,1.92,12.77,3576.0,-3002.0,1911.0,352.0,11502.0,IC361,64.736,58.252,0.608154
619,IC_4651,261.212,-49.917,340.104,-7.902,0.23,806,-2.41,-5.064,1.056,NN,9.22,0.42,9.96,982.0,915.0,-331.0,-135.0,7432.0,IC4651,261.212,-49.917,
620,IC_4665,266.554,5.615,30.514,17.055,0.506,167,-0.909,-8.52,2.868,NN,7.52,0.45,7.75,354.0,292.0,172.0,104.0,8049.0,IC4665,266.554,5.615,0.20480065
621,IC_4725,277.937,-19.114,13.701,-4.425,0.261,461,-1.688,-6.117,1.514,NN,8.05,0.84,9.22,698.0,676.0,164.0,-53.0,7665.0,IC4725,277.937,-19.114,0.51377106
622,IC_4756,279.649,5.435,36.322,5.325,0.534,466,1.26,-4.927,2.093,NN,9.11,0.29,8.53,506.0,406.0,299.0,47.0,7938.0,IC4756,279.649,5.435,0.2133204
623,IC_4996,304.135,37.649,75.37,1.308,0.028,69,-2.681,-5.348,0.487,NN,7.05,1.5,11.55,2043.0,515.0,1976.0,46.0,8069.0,IC4996,304.135,37.649,0.58205366
624,IC_5146,328.372,47.246,94.383,-5.52,0.068,105,-2.91,-2.49,1.213,tooRed,,,,,,,,,IC5146,328.372,47.246,0.955
625,Ivanov_4,105.144,-8.861,221.858,-2.016,0.019,9,-1.355,1.022,0.355,NN,7.8,1.24,11.97,2480.0,-1846.0,-1654.0,-87.0,10320.0,[IBP2002]CC4,105.144,-8.861,0.24
626,Ivanov_8,124.794,-35.658,254.02,0.247,0.012,14,-2.375,3.543,0.088,tooRed,,,,,,,,,[IBP2002]CC8,124.794,-35.658,
627,Juchert_1,290.629,12.667,47.726,-0.997,0.024,53,-1.777,-4.609,0.232,tooRed,,,,,,,,,Juchert1,290.629,12.667,1.6949999
628,Juchert_10,220.049,-60.375,315.987,-0.289,0.043,132,-4.915,-2.592,0.107,tooRed,,,,,,,,,Juchert10,220.049,-60.375,
629,Juchert_13,180.431,-64.099,297.535,-1.75,0.048,177,-8.127,0.249,0.274,NN,9.36,1.74,12.65,3390.0,1566.0,-3005.0,-103.0,7409.0,Juchert13,180.4311,-64.099,
630,Juchert_18,97.864,6.804,204.6,-1.313,0.025,25,0.059,0.057,0.148,NN,7.39,2.02,13.79,5733.0,-5211.0,-2385.0,-131.0,13759.0,Juchert18,97.864,6.804,0.7252333
631,Juchert_19,60.585,52.446,149.74,-0.195,0.025,21,-0.141,0.176,0.102,NN,6.91,3.33,13.83,5822.0,-5028.0,2933.0,-19.0,13687.0,Juchert19,60.585,52.446,0.9470577
632,Juchert_20,62.703,46.874,154.492,-3.414,0.04,72,1.103,-1.643,0.331,NN,8.48,1.74,12.47,3115.0,-2806.0,1339.0,-185.0,11226.0,Juchert20,62.703,46.874,0.6586916
633,Juchert_3,286.886,6.279,40.354,-0.701,0.028,60,-1.509,-3.985,0.283,tooRed,,,,,,,,,Juchert3,286.886,6.279,3.04
634,Juchert_9,58.84,58.391,145.122,3.68,0.02,34,-0.223,-0.033,0.186,NN,7.06,2.25,13.39,4770.0,-3905.0,2722.0,306.0,12544.0,Juchert9,58.84,58.391,0.775
635,Juchert_Saloran_1,4.078,59.967,118.545,-2.606,0.038,65,-1.731,-1.312,0.197,NN,8.78,2.82,13.66,5383.0,-2569.0,4724.0,-244.0,11889.0,NAMEJuchert-Saloranta1,4.078,59.967,0.8108438
636,Kharchenko_1,92.197,24.281,186.624,2.144,0.065,29,0.767,-2.286,0.42,NN,8.85,0.93,11.89,2382.0,-2365.0,-274.0,89.0,10708.0,ClKharchenko1,92.197,24.281,0.3
637,King_1,5.505,64.383,119.758,1.692,0.155,651,-4.947,-1.273,0.519,NN,9.56,1.9,11.19,1727.0,-857.0,1499.0,51.0,9318.0,ClKing1,5.505,64.383,0.7548338
638,King_10,343.748,59.17,108.493,-0.398,0.039,201,-2.722,-2.088,0.259,NN,7.24,3.43,12.97,3931.0,-1247.0,3728.0,-27.0,10286.0,ClKing10,343.748,59.17,1.1289005
639,King_11,356.912,68.636,117.151,6.484,0.062,260,-3.358,-0.643,0.262,NN,9.65,2.67,12.46,3097.0,-1404.0,2738.0,349.0,10122.0,ClKing11,356.912,68.636,0.95637643
640,King_12,358.265,61.953,116.128,-0.145,0.054,56,-3.416,-1.42,0.296,NN,7.27,1.85,12.47,3126.0,-1376.0,2806.0,-7.0,10113.0,ClKing12,358.265,61.953,0.6489647
641,King_13,2.553,61.175,117.982,-1.3,0.071,244,-2.746,-0.839,0.231,NN,8.7,1.76,12.74,3525.0,-1653.0,3112.0,-79.0,10467.0,ClKing13,2.553,61.175,0.525
642,King_14,7.987,63.163,120.734,0.375,0.058,94,-3.267,-0.985,0.402,NN,8.16,1.3,11.92,2420.0,-1236.0,2080.0,15.0,9800.0,ClKing14,7.987,63.163,0.325
643,King_15,8.262,61.854,120.765,-0.941,0.041,65,-2.326,-0.862,0.306,NN,8.47,1.58,12.66,3403.0,-1740.0,2923.0,-55.0,10495.0,ClKing15,8.262,61.854,0.6729374
644,King_16,10.915,64.172,122.084,1.313,0.051,31,-2.908,-0.419,0.328,NN,7.72,2.0,12.29,2874.0,-1526.0,2434.0,65.0,10162.0,ClKing16,10.915,64.172,0.7516973
645,King_17,77.09,39.069,167.297,-0.745,0.038,38,-0.126,-1.274,0.239,NN,7.72,1.61,13.07,4106.0,-4005.0,902.0,-53.0,12378.0,ClKing17,77.09,39.069,0.505
646,King_18,343.055,58.289,107.785,-1.032,0.049,47,-2.639,-2.068,0.31,NN,7.63,1.96,12.49,3153.0,-963.0,3002.0,-56.0,9775.0,ClKing18,343.055,58.289,0.5947448
647,King_19,347.053,60.523,110.563,0.155,0.061,133,-4.838,-2.651,0.343,NN,8.69,1.94,12.07,2598.0,-912.0,2432.0,7.0,9567.0,ClKing19,347.053,60.523,0.6967113
648,King_2,12.741,58.188,122.869,-4.684,0.051,117,-1.358,-0.824,0.166,NN,9.61,0.97,14.15,6760.0,-3656.0,5659.0,-552.0,13264.0,ClKing2,12.741,58.188,0.40499997
649,King_20,353.305,58.469,112.839,-2.861,0.061,69,-2.686,-2.585,0.496,NN,8.41,2.06,11.45,1949.0,-755.0,1794.0,-97.0,9270.0,ClKing20,353.305,58.469,0.726285
650,King_21,357.479,62.705,115.945,0.671,0.046,100,-3.259,-1.675,0.305,NN,7.99,2.03,12.39,3005.0,-1314.0,2702.0,35.0,10025.0,ClKing21,357.479,62.705,0.7385334
651,King_23,110.459,-0.988,217.296,6.305,0.059,89,-0.457,-0.879,0.279,NN,9.29,0.17,12.48,3136.0,-2480.0,-1889.0,344.0,10983.0,ClKing23,110.459,-0.988,0.02
652,King_25,291.122,13.696,48.86,-0.934,0.052,124,-1.367,-3.958,0.31,NN,7.65,4.17,12.45,3089.0,2032.0,2326.0,-50.0,6723.0,ClKing25,291.122,13.696,1.485
653,King_26,292.237,14.882,50.417,-1.321,0.036,78,-2.344,-4.935,0.414,NN,8.37,2.71,11.79,2281.0,1453.0,1757.0,-52.0,7107.0,ClKing26,292.237,14.882,0.9015002
654,King_4,39.028,59.024,136.054,-1.155,0.052,72,-0.575,-0.084,0.378,NN,8.0,2.2,12.16,2706.0,-1948.0,1878.0,-54.0,10458.0,ClKing4,39.028,59.024,0.74646556
655,King_5,48.682,52.695,143.768,-4.281,0.091,234,-0.282,-1.2,0.367,NN,9.01,1.97,12.06,2581.0,-2076.0,1521.0,-192.0,10526.0,ClKing5,48.682,52.695,0.695
656,King_6,51.982,56.444,143.345,-0.095,0.159,227,3.864,-1.814,1.346,NN,8.31,1.34,9.38,751.0,-603.0,448.0,-1.0,8954.0,ClKing6,51.982,56.444,0.540128
657,King_7,59.783,51.785,149.8,-1.017,0.06,354,1.121,-1.196,0.286,NN,8.35,3.18,12.51,3171.0,-2740.0,1594.0,-56.0,11194.0,ClKing7,59.783,51.785,1.255
658,King_8,87.324,33.633,176.384,3.101,0.025,84,0.52,-1.743,0.131,NN,8.92,1.38,13.71,5517.0,-5498.0,347.0,298.0,13842.0,ClKing8,87.324,33.633,0.6083406
659,King_9,333.877,54.405,101.441,-1.828,0.028,49,-2.28,-0.972,0.129,NN,9.49,1.33,13.78,5696.0,-1129.0,5580.0,-181.0,10991.0,ClKing9,333.877,54.405,0.41945598
660,Koposov_10,86.861,35.427,174.646,3.695,0.04,59,0.457,-1.78,0.329,NN,8.25,2.08,12.38,2992.0,-2973.0,278.0,192.0,11316.0,[KGZ2008]10,86.861,35.427,0.7553846
661,Koposov_12,90.245,35.287,176.155,6.013,0.078,125,0.699,-1.732,0.396,NN,8.59,1.43,11.96,2461.0,-2442.0,164.0,257.0,10783.0,[KGZ2008]12,90.245,35.287,0.44544554
662,Koposov_36,84.218,31.21,177.069,-0.403,0.064,69,0.804,-3.668,0.541,NN,8.63,1.76,11.35,1864.0,-1862.0,95.0,-13.0,10202.0,[KGZ2008]36,84.218,31.21,0.89317834
663,Koposov_43,88.079,29.901,179.923,1.747,0.033,10,-0.037,-1.664,0.18,NN,9.45,1.41,13.34,4662.0,-4659.0,6.0,142.0,12999.0,[KGZ2008]43,88.079,29.901,0.5187144
664,Koposov_53,92.221,26.264,184.897,3.121,0.039,41,0.242,-0.632,0.18,NN,7.21,1.53,13.56,5143.0,-5116.0,-438.0,280.0,13463.0,[KGZ2008]53,92.221,26.264,0.445
665,Koposov_63,92.499,24.567,186.507,2.522,0.043,44,0.546,-0.447,0.206,manual,9.29,1.06,12.89,3780.0,-3752.0,-428.0,166.0,12100.0,[KGZ2008]63,92.499,24.567,0.40999997
666,Kronberger_1,82.089,34.777,173.106,0.049,0.014,32,-0.05,-2.199,0.443,NN,6.78,2.05,11.84,2338.0,-2321.0,280.0,2.0,10665.0,Kronberger1,82.089,34.777,0.4963823
667,Kronberger_25,275.667,-14.727,16.584,-0.467,0.007,19,-0.343,-1.827,0.268,tooRed,,,,,,,,,Kronberger25,275.667,-14.727,1.6199999
668,Kronberger_4,296.297,28.16,63.844,1.883,0.014,61,-2.542,-4.836,0.119,NN,8.83,2.19,14.22,6984.0,3077.0,6265.0,229.0,8182.0,Kronberger4,296.297,28.16,0.755
669,Kronberger_52,299.536,30.883,67.625,0.851,0.024,57,-2.622,-4.837,0.106,NN,8.61,2.49,13.49,4997.0,1902.0,4620.0,74.0,7924.0,Kronberger52,299.536,30.883,0.94
670,Kronberger_54,300.778,31.968,69.106,0.523,0.006,10,-2.596,-5.209,0.195,tooRed,,,,,,,,,Kronberger54,300.778,31.968,2.01
671,Kronberger_57,305.986,36.602,75.344,-0.501,0.012,25,-3.54,-4.406,0.275,tooRed,,,,,,,,,Kronberger57,305.986,36.602,2.32
672,Kronberger_69,300.499,31.42,68.516,0.433,0.033,33,-2.741,-5.246,0.351,NN,7.61,2.46,12.14,2680.0,981.0,2493.0,20.0,7769.0,Kronberger69,300.499,31.42,0.9562539
673,Kronberger_79,293.478,18.522,54.18,-0.611,0.015,59,-2.718,-5.33,0.148,tooRed,,,,,,,,,Kronberger79,293.478,18.522,2.3799999
674,Kronberger_80,317.954,52.379,92.928,2.798,0.015,41,-2.329,-2.887,0.071,tooRed,,,,,,,,,Kronberger80,317.954,52.379,2.175
675,Kronberger_81,321.547,53.534,95.271,2.067,0.045,28,-2.61,-3.324,0.228,notEnoughStars,,,,,,,,,Kronberger81,321.547,53.534,1.675
676,Kronberger_84,323.884,53.517,96.275,1.106,0.019,27,-3.085,-2.908,0.225,NN,8.46,1.94,13.03,4045.0,-442.0,4020.0,78.0,9658.0,Kronberger84,323.884,53.517,0.69915104
677,Kronberger_85,119.59,-34.77,250.967,-2.842,0.025,29,-1.265,2.815,0.069,tooRed,,,,,,,,,Kronberger85,119.59,-34.77,
678,LDN_988e,316.027,50.245,90.539,2.245,0.024,33,1.181,-3.56,1.596,tooRed,,,,,,,,,NAME[C86]L988eCluster,316.027,50.245,2.0249999
679,LP_1218,273.976,-18.099,12.845,-0.632,0.06,89,-0.034,-1.161,0.365,NN,8.41,1.86,12.02,2536.0,2473.0,563.0,-27.0,5893.0,[LP2019]1218,273.976,-18.099,0.73900294
680,LP_1235,281.846,-5.255,27.793,-1.495,0.107,166,0.41,-2.124,0.469,NN,8.6,1.82,11.5,1998.0,1766.0,931.0,-52.0,6638.0,[LP2019]1235,281.846,-5.255,0.6151191
681,LP_145,256.976,-44.157,343.169,-2.23,0.122,487,-2.091,-5.424,0.521,manual,9.0,3.0,11.49,1982.0,1895.0,-573.0,-77.0,6469.0,[LP2019]145,256.976,-44.157,
682,LP_1540,170.219,-59.302,291.594,1.562,0.061,75,-5.245,1.807,0.346,NN,9.21,0.49,12.02,2539.0,934.0,-2360.0,69.0,7772.0,[LP2019]1540,170.219,-59.302,
683,LP_1624,266.582,-29.175,359.877,-0.257,0.125,198,1.705,-0.777,0.48,NN,8.46,1.63,11.36,1866.0,1866.0,-4.0,-8.0,6473.0,[LP2019]1624,266.582,-29.175,0.6436466
684,LP_1800,337.843,58.053,105.257,0.071,0.21,230,-4.592,-2.648,0.705,NN,8.52,1.25,10.72,1392.0,-366.0,1343.0,1.0,8809.0,[LP2019]1800,337.843,58.053,0.385
685,LP_198,112.127,-20.107,234.957,-1.27,0.096,79,-2.262,2.497,0.278,NN,8.41,0.54,12.54,3213.0,-1844.0,-2630.0,-71.0,10519.0,[LP2019]198,112.127,-20.107,0.32638213
686,LP_1994,191.005,-58.096,301.948,4.761,0.141,214,-2.174,-1.294,0.501,NN,8.86,1.22,11.4,1905.0,1004.0,-1611.0,158.0,7509.0,[LP2019]1994,191.005,-58.096,
687,LP_2000,319.099,57.463,97.08,5.822,0.18,134,-3.102,-4.407,0.71,NN,8.34,1.02,10.59,1312.0,-160.0,1295.0,133.0,8599.0,[LP2019]2000,319.099,57.463,0.40999997
