RA_ICRS;DE_ICRS;GaiaDR2;GLON;GLAT;Plx;e_Plx;pmRA*;e_pmRA*;pmDE;e_pmDE;RV;e_RV;RADEcor;RAPlxcor;RApmRAcor;RApmDEcor;DEPlxcor;DEpmRAcor;DEpmDEcor;PlxpmRAcor;PlxpmDEcor;pmRApmDEcor;o_Gmag;Gmag;BP-RP;proba;Cluster;Teff50;Simbad;_RA.icrs;_DE.icrs
268.40221770773;-27.48833224103;4063504469051948544; 2.14654483240969451e+00;-7.654661826174096184e-01; 3.93129483463794116e-01; 0.106187570821997507; 6.456072918317058429e-01; 0.251298853699595037;-5.104527422409707027e-01; 0.207942918087274636;                        ;                     ;  0.17257924000; -0.08113283000; -0.00691694160; -0.34773776000; -0.41495624000; -0.39364850000;  0.07778191600; 1.622754800e-01; 1.338985300e-02; 1.643333900e-01;  95;16.9315910; 2.607859600e+00; 0.70000;Czernik_37       ; 5226.11870000;Simbad;268.40221457428;-27.48833004324
268.43777685643;-27.42956563527;4063510585085389056; 2.21320185572324268e+00;-7.628692906884350089e-01; 5.00549796830585314e-01; 0.148857804150751005; 1.087794064772514696e-01; 0.264052345723531645;-3.980168978680879155e-01; 0.199871959446555947;                        ;                     ;  0.24949747000; -0.32300842000; -0.11758888500; -0.31435567000; -0.38460450000; -0.24695820000; -0.29139394000;-4.069452000e-02; 1.917590000e-01;-4.108354400e-03; 133;17.5150360; 2.388767200e+00; 0.70000;Czernik_37       ;              ;Simbad;268.43777632875;-27.42956392159
268.27139567911;-27.49767826267;4063691214161475584; 2.07958612151842681e+00;-6.702206853789326457e-01; 3.20590476627890975e-01; 0.072020311171960408; 4.058963944959521064e-01; 0.104076342534334801;-3.718296140406462391e-01; 0.083157458843153301;                        ;                     ;  0.19192752000; -0.21381831000; -0.20777524000; -0.23157498000; -0.57754330000;  0.02761234300; -0.46776503000;-2.882160200e-01; 3.610363600e-01;-3.951589000e-03; 168;16.1357210; 1.792393700e+00; 1.00000;Czernik_37       ;              ;Simbad;268.27139370893;-27.49767666174
268.25148674668;-27.47709231510;4063691523399142656; 2.08834435083775105e+00;-6.445494563687182987e-01; 4.15155708729353978e-01; 0.122056004391554812; 2.810976625500196668e-01; 0.186553341683951823;-4.058254186892961135e-01; 0.146804760006075119;                        ;                     ;  0.24159625000; -0.15145232000; -0.21987784000; -0.31455407000; -0.56411480000; -0.14091317000; -0.40410447000;-1.752117900e-01; 2.587578600e-01; 4.307481300e-02; 149;17.2295680; 2.015003200e+00; 0.90000;Czernik_37       ;              ;Simbad;268.25148538251;-27.47709056780
268.25281161797;-27.45931306877;4063691523399150464; 2.10425548641020033e+00;-6.365275589001545553e-01; 4.12012873655990486e-01; 0.106021064480649060; 5.379876135573101736e-01; 0.184371393794461685;-1.771220870591939389e-01; 0.152216056420416357;                        ;                     ;  0.40009642000; -0.31151962000; -0.23335212000; -0.36905706000; -0.31536457000; -0.22878385000; -0.38924083000;-2.151399900e-01; 2.733377800e-01; 2.836207400e-01; 130;17.1717430; 2.030229600e+00; 0.90000;Czernik_37       ;              ;Simbad;268.25280900754;-27.45931230617
268.29897740155;-27.49068275752;4063691965764499072; 2.09804021841686161e+00;-6.877433781237322075e-01; 3.87949384665086383e-01; 0.091216928264682251; 5.267078127915718611e-01; 0.150411289182920932;-4.006418580976557897e-01; 0.127401276762873522;                        ;                     ;  0.27772236000; -0.20774020000; -0.18248665000; -0.18412909000; -0.52654815000;  0.02234478000; -0.33679650000;-2.422195200e-01; 2.955452800e-01; 2.566025300e-01; 138;16.6817260; 1.887820200e+00; 0.90000;Czernik_37       ;              ;Simbad;268.29897484513;-27.49068103254
268.31266695725;-27.47579822155;4063692000124243840; 2.11703118851296512e+00;-6.906479862186009067e-01; 1.68255104951906265e-01; 0.127327629963756156; 3.702573873590919717e-01; 0.212471460121047340;-4.374278233201789878e-01; 0.168310246162077320;                        ;                     ;  0.36994153000; -0.34040943000; -0.26632908000; -0.31608844000; -0.41133782000; -0.16860472000; -0.45358998000;-1.598815000e-01; 2.385564300e-01; 1.367943100e-01; 158;17.5754130; 2.150743500e+00; 0.70000;Czernik_37       ; 4790.43650000;Simbad;268.31266516041;-27.47579633818
268.33281357065;-27.45494903229;4063692137563208832; 2.14407079062697070e+00;-6.954649118464453217e-01; 4.66500886206991094e-01; 0.101056681419749675; 6.990740560322691310e-01; 0.185384717424942363;-5.325559474877811228e-01; 0.155561252573726216;                        ;                     ;  0.35442552000; -0.32164030000; -0.18064727000; -0.20776047000; -0.40681090000; -0.07900303600; -0.27815902000;-1.352782800e-01; 2.139417700e-01; 3.088938600e-01; 139;17.0169800; 2.103215200e+00; 0.70000;Czernik_37       ; 3947.93480000;Simbad;268.33281017873;-27.45494673934
268.33218288279;-27.45598223704;4063692141874897280; 2.14289642188553842e+00;-6.955071607938411171e-01; 4.72049629589918029e-01; 0.120835413448596371; 3.173363102568201866e-01; 0.202252840412855711;-3.149118069949380927e-01; 0.159845406131342876;                        ;                     ;  0.37126634000; -0.33754360000; -0.27845713000; -0.32472238000; -0.39739797000; -0.17942299000; -0.46754710000;-1.648217400e-01; 2.383035400e-01; 1.401375500e-01; 156;17.4706570; 2.213146200e+00; 0.90000;Czernik_37       ;              ;Simbad;268.33218134305;-27.45598088117
268.39581931697;-27.44335489210;4063692416752780032; 2.18243334191376004e+00;-7.377636722531487612e-01; 4.10502334761451315e-01; 0.081264136671667361; 4.479846289118431524e-01; 0.169280136978089163;-4.275529473849180029e-01; 0.144977640457317897;                        ;                     ;  0.24700248000; -0.24170601000; -0.01911515200; -0.14926088000; -0.33935732000; -0.09722386000; -0.04170405000; 3.146809300e-02; 2.386120700e-01; 3.439224000e-01; 114;16.5388600; 2.331311200e+00; 0.80000;Czernik_37       ;13273.82000000;Simbad;268.39581714356;-27.44335305124
