RA_ICRS;DE_ICRS;GaiaDR2;GLON;GLAT;Plx;e_Plx;pmRA*;e_pmRA*;pmDE;e_pmDE;RV;e_RV;RADEcor;RAPlxcor;RApmRAcor;RApmDEcor;DEPlxcor;DEpmRAcor;DEpmDEcor;PlxpmRAcor;PlxpmDEcor;pmRApmDEcor;o_Gmag;Gmag;BP-RP;proba;Cluster;Teff50;Simbad;_RA.icrs;_DE.icrs
158.35432873081;-58.93558333338;5255326106557296384; 2.85934644379806230e+02;-6.959190098129225399e-01; 2.28232750966534459e+00; 0.029903963290569862;-1.480866935822095876e+01; 0.054755379203038190; 1.210941141016925737e+00; 0.056110226352581477;                        ;                     ;  0.13380532000; -0.16747792000; -0.35711303000; -0.06584756000;  0.18706511000; -0.05202638400; -0.31909415000; 1.017333400e-01;-1.023090000e-01; 3.340533000e-01; 256;15.3623400; 1.614087100e+00; 0.90000;BH_99            ; 4548.30570000;Simbad;158.35445229550;-58.93558854710
158.14365890428;-58.85020954142;5255329031462388096; 2.85797566875504515e+02;-6.772821523501340035e-01; 2.26102142412797980e+00; 0.020837834222256862;-1.429800017348292762e+01; 0.035841305898661184; 1.161151349001658506e+00; 0.035293743722315293;                        ;                     ;  0.09628893400; -0.01349681800; -0.10829796000;  0.21116152000;  0.37460798000;  0.30655828000;  0.08078487000; 1.894747900e-01;-5.355702000e-02; 2.796341500e-01; 211;13.0844780; 8.938417400e-01; 1.00000;BH_99            ; 5737.51170000;Simbad;158.14377791366;-58.85021454077
157.89662303787;-59.02908237747;5255331952039937280; 2.85778768919873130e+02;-8.961132536034474017e-01; 2.29167874292700002e+00; 0.027268570614509127;-1.445446606124996691e+01; 0.050698415041149587; 1.371520408573255967e+00; 0.050623230553075452;                        ;                     ;  0.11175426000;  0.04342523200; -0.15463334000;  0.21222995000;  0.26672798000;  0.23536295000; -0.05279624000;-4.281080600e-04;-3.863089000e-02; 2.475474600e-01; 253;12.8328480; 8.265848000e-01; 1.00000;BH_99            ; 5973.05600000;Simbad;157.89674397484;-59.02908828257
157.83700005558;-58.82859897149;5255335697251134848; 2.85649961067660342e+02;-7.394211898026904484e-01; 2.22169373731100084e+00; 0.058864196186829365;-1.471732882765919470e+01; 0.101576124678662574; 1.289349147913734228e+00; 0.100419287566139548;                        ;                     ; -0.00222479000; -0.14091961000; -0.18351221000;  0.25172960000;  0.27641153000;  0.30567887000;  0.04557797300; 1.619682300e-01; 5.063578000e-02; 7.316264500e-02; 257;16.7466200; 2.276128800e+00; 1.00000;BH_99            ; 3870.60740000;Simbad;157.83712247886;-58.82860452280
156.66410933590;-58.68388875890;5255381666252202752; 2.85054627664899272e+02;-9.309399994917423315e-01; 2.00280512195935767e+00; 0.105630385872681531;-1.409108877569894958e+01; 0.198713129110804881; 1.687557140591387839e+00; 0.179721845015702680;                        ;                     ; -0.07230776000; -0.24755976000; -0.19159964000;  0.13473134000;  0.04837497700;  0.17170155000; -0.06470830000; 8.140949000e-02; 8.979575000e-02;-6.444999600e-02; 281;17.7467440; 2.488802000e+00; 0.80000;BH_99            ; 3611.44000000;Simbad;156.66422606295;-58.68389602471
157.49830623905;-58.65612587926;5255394074450723328; 2.85410611052332172e+02;-6.815162066774690386e-01; 2.27645869289114744e+00; 0.030222205863755895;-1.481925836326918500e+01; 0.051939453369404961; 9.638153807558706987e-01; 0.049130369599551485;                        ;                     ;  0.01981647500; -0.09671990600; -0.23534523000;  0.23452032000;  0.21659069000;  0.29726124000; -0.08240139500; 3.377918300e-01; 8.596494000e-02; 1.252435100e-01; 273;15.3526070; 1.606175400e+00; 0.90000;BH_99            ; 4672.34960000;Simbad;157.49842890039;-58.65613002896
156.36997277387;-58.77997182843;5255561818677955200; 2.84975597648977953e+02;-1.093100562265781228e+00; 2.15442006805107500e+00; 0.042356839013718520;-1.405161740667210957e+01; 0.080163244495417924; 1.578981766450735291e+00; 0.077736825419081293;                        ;                     ;  0.09826974600; -0.09534706000; -0.18413238000;  0.08367472000; -0.01784988100;  0.12061477000;  0.00295109330; 3.111730000e-02;-9.576995000e-02; 2.615972200e-01; 265;16.2260900; 1.960197400e+00; 0.70000;BH_99            ; 4921.15040000;Simbad;156.37008949584;-58.77997862677
156.60436350415;-58.42702941052;5255596556374954496; 2.84892994017235594e+02;-7.288800751472674921e-01; 2.33408697728861370e+00; 0.053990021817260390;-1.456318540353536939e+01; 0.097376882458440867; 1.155071721633018633e+00; 0.084614284384489563;                        ;                     ; -0.00723970800; -0.20471635000; -0.30590132000;  0.26718143000;  0.24792227000;  0.35422716000;  0.04791530200; 2.346521500e-01; 1.264226400e-02; 1.762527500e-01; 250;15.8720630; 1.943316500e+00; 1.00000;BH_99            ; 5098.65140000;Simbad;156.60448326069;-58.42703438369
156.70148570538;-58.05930875418;5255611468501311872; 2.84743143540383073e+02;-3.892061476194778602e-01; 2.29760890851496846e+00; 0.023140950801696352;-1.507274226267125528e+01; 0.038351863472495570; 1.311432942020613002e+00; 0.036509259184477151;                        ;                     ; -0.04583174000; -0.19831221000; -0.07667604000;  0.10841935000;  0.36169958000;  0.20303757000; -0.08805902000; 2.468708300e-01; 4.070838500e-02;-5.539192000e-02; 247;14.0867360; 1.141886700e+00; 0.70000;BH_99            ; 5120.63960000;Simbad;156.70160837361;-58.05931440057
156.22787627979;-58.22719602046;5255614526517369088; 2.84619527335347811e+02;-6.637798670277084145e-01; 2.12251063171782395e+00; 0.103574556755824956;-1.400760622085606144e+01; 0.172262636185052137; 1.644565401411194339e+00; 0.166041990288748081;                        ;                     ; -0.00196872840; -0.27058682000; -0.25615177000;  0.28373460000;  0.23958838000;  0.33484676000; -0.04427178600; 2.666655800e-01; 1.124988700e-02; 9.998719000e-02; 247;17.5045830; 2.532484000e+00; 0.80000;BH_99            ; 3555.96140000;Simbad;156.22799081834;-58.22720310118
